gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
RNF40,72.88563,-3.25899,-3.56715,-1.66949,1.4612,0.7726,0.44693,2.08425,-0.80036,-0.50132
RNF41,54.10722,-3.00071,-6.1968,-0.18901,-0.30047,0.72128,-0.77592,1.23798,-0.06584,1.63121
RNF43,-21.49678,49.81984,-5.82372,-11.60381,-4.02773,6.80298,2.24798,12.64874,14.06412,2.12481
RNF44,60.17154,-0.45289,-10.54612,-5.52663,4.16561,5.54288,1.89303,-2.82805,-0.15209,2.22692
RNF5,43.40854,-4.28631,-5.54695,0.53026,0.23207,-0.49136,-1.36733,0.9471,-1.4396,-0.19538
RNF6,56.60954,4.48463,-4.1485,3.78088,0.36837,0.2516,-0.15345,1.22705,2.18078,-0.78754
RNF7,55.25649,0.83476,-0.68725,2.30947,0.53448,-2.97016,0.70413,0.03247,1.34299,-0.76187
RNF8,33.56158,-3.95728,-3.65483,2.37075,1.10937,-1.49247,-0.11896,-0.88732,1.13168,-0.94072
RNFT1,12.49652,-0.87324,-5.7123,2.85535,-0.87797,-0.66278,-3.79711,1.51645,0.81252,-0.77602
RNFT2,-12.97124,-7.7993,-10.98988,-10.12199,-3.0427,-1.80102,-1.26684,-2.63869,-0.05409,-4.22642
RNGTT,42.7185,-6.5591,-6.0447,2.21903,0.65969,-0.22252,0.2198,-0.6274,0.64453,-0.7478
RNH1,77.8679,-0.4963,1.46505,5.94623,-0.25052,0.9578,-1.30785,0.25477,0.98382,-0.73488
RNLS,-62.13742,16.05126,6.42069,15.06776,2.99052,-21.43822,5.59098,-3.28715,-3.14367,3.91514
RNMT,62.91579,-4.10722,-5.3854,0.65249,1.65099,0.39113,0.03521,-1.26969,1.16928,-0.87238
RNPC3,21.62982,-1.99865,-8.23832,1.49272,3.40883,3.31866,1.24294,-0.46593,-0.74837,1.38419
RNPEP,70.3093,4.82403,-0.13145,-1.52896,-0.76566,-1.62958,-0.86884,3.1247,-1.35691,-0.25208
RNPEPL1,51.23907,2.54092,-3.98395,3.06356,-1.25681,4.6372,-0.27137,2.4359,-0.75154,0.34492
RNPS1,87.37559,-3.27643,-5.42174,-1.3759,1.41652,0.08924,2.07317,-1.69323,0.21219,0.41937
ROBO1,19.20263,-33.38625,17.30262,-7.7178,-1.3832,-12.25728,-3.20763,8.97677,9.06171,-0.82259
ROBO2,-103.59982,-37.36899,-12.06552,-17.77469,-2.36533,-5.05118,-3.63536,9.09586,11.41741,11.78036
ROBO3,-27.93882,-16.96391,16.10557,1.29522,-1.39084,14.25722,-9.11299,-11.60757,-0.64633,-6.92978
ROBO4,-124.56562,-7.33007,29.11764,30.44634,-7.89158,5.24308,-0.79564,-10.72799,-6.32317,-19.65082
ROCK1,71.77823,-3.58084,-4.74944,2.55286,0.94138,-1.59753,-0.54816,-0.29182,-0.79045,-0.30892
ROCK2,71.9539,0.00276,-0.38864,-2.19267,-5.46813,0.74584,-0.32072,-0.78094,1.06893,-0.51733
ROGDI,20.07066,5.35799,0.88895,-4.5469,1.48569,-0.93969,2.6389,1.60186,-3.14184,-3.5088
ROM1,-44.00479,-0.93821,1.79398,3.97963,-2.36986,1.5083,2.26877,4.71951,-3.03844,-5.75455
ROMO1,46.68822,-0.12534,0.86198,3.08596,-1.89392,-5.2475,-0.5056,-0.39378,-0.06044,-1.65947
ROR1,-9.58363,-2.02309,25.19741,-9.96838,-12.5946,1.93263,2.28753,-8.49701,-5.91001,5.78828
ROR2,-86.43377,-20.73062,7.69166,-17.31734,16.46579,-0.04546,-7.47689,-6.45068,-11.27398,-2.99071
RORA,-23.14435,-6.16855,-3.05685,-3.05163,3.15919,4.14655,7.81633,3.22889,4.78894,1.92117
RORB,-105.9846,-36.62422,-0.48523,-3.4384,10.5553,5.95714,10.68752,3.95136,3.85823,7.6544
RORC,-105.51265,23.34323,-14.31934,-13.76675,-16.12275,-0.99737,9.07329,15.14601,-16.2134,-4.4302
ROS1,-113.87945,7.29724,36.14221,20.29093,4.70216,1.39229,6.76508,7.26,-7.28649,-1.22109
RP11-111M22.2,-15.48976,-5.14152,-10.51195,-5.15274,2.64709,3.00654,2.18225,-3.79826,-1.97525,-0.64849
RP11-192H23.4,-2.77753,2.05023,-5.63317,-2.37321,9.90688,6.93102,-1.18975,-1.49918,1.00384,-3.29835
RP11-195F19.5,-77.14186,-9.1949,2.08381,1.7891,-3.63803,1.8778,-2.60742,-1.54067,1.71289,-6.71821
RP11-219A15.1,-115.42886,-11.09069,-1.26072,5.28506,2.80879,4.92045,-5.23978,1.6848,-2.92252,-4.30744
RP11-286N22.8,-47.64259,0.29002,-5.74522,2.15329,1.50486,3.23955,1.16926,-1.32742,-0.94744,-2.12942
RP11-298J23.10,-9.30954,5.69436,-4.6243,-0.27499,-1.10094,5.40084,-2.6193,0.42068,-3.57304,-0.70635
RP11-345J4.5,11.35368,1.64813,-3.35658,1.57457,0.26607,-2.11259,-0.19127,-0.85987,1.11284,-4.67573
RP11-382A20.3,30.84493,-22.23804,27.38442,-9.24248,17.30786,-9.17086,-2.43313,-2.02597,2.24431,1.27705
RP11-468E2.4,-51.53392,2.73121,-4.6905,1.95198,4.16754,8.50058,-0.87294,-0.5796,-3.30958,-3.50108
RP11-613M10.8,-62.89111,-1.12227,-4.281,3.19069,-1.3937,2.97134,-2.25995,-1.07643,1.88586,-5.47369
RP11-644F5.10,-47.98562,-2.27506,-5.86954,2.77719,-4.66276,1.73468,1.0477,-3.22892,3.03096,0.4069
RP11-722G7.1,-69.40499,-32.58416,0.25568,1.98431,1.99343,10.29933,-0.56291,-0.7968,-5.5762,5.08524
RP11-766F14.2,-135.5686,4.35333,10.49239,11.55422,2.51989,-2.98455,2.61047,14.08659,7.8978,-3.92068
RP11-793H13.10,-56.23527,-3.48999,-3.81252,5.1857,-0.33264,3.98974,-0.61286,-1.58603,-0.55166,-0.16924
RP11-849H4.2,-32.74009,1.15416,-6.61025,1.70156,4.83926,2.27752,1.36163,-1.78578,-0.58745,-1.96657
RP11-864I4.1,-33.1414,-2.08654,-3.51483,7.51041,-3.46813,-9.78092,0.07059,-1.81119,-0.23409,-5.43969
RP1L1,-84.08541,9.61774,1.28919,5.42453,10.37863,8.20152,4.54454,-8.51152,-2.96151,-8.4582
RP2,31.53551,-1.99692,-3.78286,5.7089,-2.7017,-0.78789,-0.76209,-0.46229,-2.0821,0.27961
RP4-583P15.15,-39.45377,-1.41801,-2.86268,1.95452,-0.64869,-0.49026,-0.73879,-0.27887,-2.73193,-4.38842
RP5-966M1.6,-78.372,-7.36981,-10.48848,6.36221,3.72669,7.61492,-4.43105,3.75007,-1.90613,-4.49789
RP9,9.956,-4.00616,-3.20105,2.43457,0.02853,1.62721,1.80559,0.79229,2.11433,-1.64096
RPA1,83.44838,-3.23466,-2.35672,2.18734,1.97538,-4.65991,-0.75108,0.26419,0.5556,-0.48419
RPA2,55.74839,-5.36486,-5.98147,3.12725,-0.08516,-4.91569,-1.38052,0.31314,1.74585,0.01865
RPA3,42.9804,0.44761,-2.86999,4.22721,1.02496,-5.30934,2.02668,-1.66486,0.6491,-2.35152
RPAIN,45.40756,-4.82209,-7.36816,-2.71835,1.71886,2.11543,0.68105,-1.98339,0.22508,0.41509
RPAP1,48.87325,-3.94344,-4.42467,-1.55728,0.76194,-0.09162,1.26589,-1.13184,1.41116,-0.70409
RPAP2,42.17194,-2.55709,-5.01079,0.14631,2.08672,1.63439,-0.44357,0.32667,-1.02248,0.08988
RPAP3,52.32407,-1.76858,-4.9021,-0.04666,0.35092,-2.46774,-1.37454,-1.37436,1.31002,0.30928
RPE,60.26695,-0.24245,-1.71786,1.50666,-1.61048,-1.78751,-0.48824,-0.20037,1.14045,-0.7464
RPE65,-154.78839,10.66897,13.06398,12.19306,-8.26685,-3.70396,4.5155,-4.82345,12.18175,-0.17874
RPF1,48.39315,-2.67454,-3.2153,3.42159,0.2841,-1.95368,0.40555,-1.1959,1.79864,-1.89631
RPF2,51.18683,-2.86314,-3.03048,1.88447,-2.30253,-1.16877,-1.73379,-1.72759,3.67948,-1.78059
RPGR,5.49686,-3.49447,-6.52877,2.83112,-3.9562,2.91177,1.05226,-1.00291,3.07083,-1.69066
RPGRIP1L,23.99227,-4.68989,0.86094,-0.35325,-0.8412,-2.05682,-0.09827,-2.40153,-2.47233,-3.25095
RPH3A,-157.93855,-19.86817,-8.23648,-8.66852,-0.65423,2.19598,10.3169,-2.83339,4.34365,-8.37355
RPH3AL,-28.66942,12.80965,-6.53631,-11.47232,-13.60515,3.27192,-3.45918,-14.73695,-4.43967,2.49861
RPIA,37.31427,-1.57387,-10.41771,2.74097,-1.64464,-2.29487,-1.25769,-3.7885,2.19286,-0.41291
RPL10,140.17764,-2.84439,-7.49983,2.31092,0.32027,-3.39633,3.09893,-1.37116,-0.18686,2.15692
RPL10A,118.76941,-2.64067,-8.91551,1.62411,0.87432,-2.14006,1.44643,-2.15874,1.00709,1.99507
RPL11,123.97238,-3.81779,-6.99937,2.2194,1.38181,-0.73996,1.29618,-1.53536,1.27232,2.34101
RPL12,129.61813,0.24236,-6.6218,1.08718,1.80757,-1.6268,1.14418,-3.16803,1.63243,2.42284
RPL13,134.29082,-1.98054,-7.64167,0.25601,1.40312,1.74612,1.19936,-3.73775,0.15467,1.85663
RPL13A,148.77461,-3.25071,-9.04278,1.64626,0.0311,-3.22267,1.6566,-1.70281,1.65826,3.65578
RPL14,118.58398,-3.5829,-8.2113,2.80486,-1.89568,-4.43665,0.75554,-3.05662,1.38349,0.83648
RPL15,128.51467,-4.52869,-6.80976,1.36783,0.00886,-1.26272,1.03258,-0.76153,-0.13067,2.00746
RPL17,70.05908,-3.68189,-7.23822,4.81248,-1.09419,-3.85725,-0.1215,-2.60857,1.85603,-0.01733
RPL18,120.03171,-1.59504,-7.81804,1.89858,0.58996,-2.14572,2.19521,-1.51736,1.17654,1.8361
RPL18A,122.46592,-3.95525,-8.49804,0.79116,2.26688,-0.51205,1.91092,-2.18548,0.37087,1.18373
RPL19,133.8137,-2.08121,-7.83887,0.58431,0.55651,-2.18634,1.6807,-1.96411,1.33546,2.40492
RPL21,120.25051,-1.51222,-9.59988,3.16446,-0.23085,-4.27715,2.80111,-2.80693,1.91872,1.93572
RPL22,115.42437,-1.97278,-8.31728,1.02669,0.28244,-5.43366,0.35553,-1.54061,1.40391,2.7186
RPL22L1,43.42986,1.9383,-6.88517,4.52666,-2.46314,0.78963,-1.17296,-6.83428,4.6714,-4.83485
RPL23,126.91853,-2.19646,-7.58522,1.86363,-0.59375,-3.62836,1.95472,-4.03012,1.66467,2.73249
RPL23A,125.86393,-2.15666,-8.19268,1.98451,0.01482,-5.07855,1.38817,-2.24347,1.63668,2.07291
RPL24,113.75107,-1.56551,-6.76538,1.33383,0.06099,-3.72615,1.19562,-2.62813,1.95554,1.44495
RPL26,100.3713,-1.7178,-7.08881,2.5995,1.26524,0.19424,-0.32481,-4.32845,2.13935,0.24911
RPL26L1,38.46614,-1.34259,2.75894,3.28198,-3.8789,-5.77793,-3.39422,-2.11818,2.15053,-2.87466
RPL27,121.48722,-3.11713,-6.28226,2.60856,-0.74943,-5.45966,2.68697,-4.15632,2.50041,2.07007
RPL27A,124.77973,-1.63836,-7.6322,3.76234,0.58779,-1.12606,2.31202,-3.36618,1.56402,1.40184
RPL28,117.97586,-2.53991,-5.15532,3.4273,1.49361,-2.92487,1.91077,-1.24482,-0.25834,2.41965
RPL29,119.02838,-3.42713,-8.8006,3.0211,-1.54355,-2.51608,0.26208,-2.93113,0.87142,0.79398
RPL3,150.00598,-4.04029,-9.92587,1.0605,0.56744,-3.93057,1.98143,-2.51154,1.54013,2.7313
RPL30,126.37174,-1.05976,-7.58148,1.80303,1.58129,-4.2087,1.0288,-1.52677,0.45279,1.84079
RPL31,123.71072,-2.35855,-7.1619,2.04261,-1.0787,-5.34883,0.95036,-3.21999,1.91733,2.67631
RPL32,122.79579,-3.73196,-7.57458,2.09877,0.50897,-2.73884,1.18692,-2.52301,0.59387,1.79549
RPL34,101.86422,-3.43674,-10.22758,3.04801,-0.59277,-3.34517,1.67755,-3.18398,1.12373,2.40728
RPL35,107.73989,-1.01752,-5.44246,0.55463,2.43455,1.11691,1.5904,-2.65526,1.09884,0.39442
RPL35A,116.8814,-1.14759,-7.75188,1.51436,1.84289,-3.68807,1.27945,-2.25454,2.01751,2.29001
RPL36,101.19011,-3.83158,-7.67544,1.21668,1.3776,2.02824,1.39835,-2.66581,1.63436,0.2541
RPL36A,73.37931,-0.95248,-8.59956,2.5581,0.84457,-2.16024,1.78963,-2.73796,1.02935,0.42163
RPL36AL,79.5332,2.16161,-4.08896,5.48187,-1.10016,-8.29129,-0.05816,-1.23938,2.00837,-0.75191
RPL37,124.15553,-1.00624,-6.31616,0.65066,3.09811,-1.27928,1.62962,-2.9334,0.76183,1.50995
RPL37A,123.20181,-5.026,-7.55891,1.78823,-0.77967,-3.21712,2.1334,-2.53158,1.47077,2.4068
RPL38,104.42941,-3.55216,-5.78534,-0.01813,0.71198,-3.71897,1.53955,-3.00897,1.58624,0.66912
RPL39,118.85871,-1.19818,-7.57732,2.30123,0.55648,-4.08822,2.3559,-2.15695,0.48477,1.7698
RPL39L,1.84929,-2.68354,-4.11507,1.20062,6.08123,-12.19154,-10.41946,-0.48084,1.99484,0.87243
RPL4,155.39236,-3.65697,-7.84284,0.25564,0.92156,-3.72423,1.7981,-3.10913,2.07526,2.49009
RPL41,136.34421,-1.59949,-7.81586,1.57442,-0.40577,-7.30413,1.09713,-1.59148,2.00259,3.01819
RPL5,137.48296,-3.25378,-7.97725,1.86619,1.38069,-4.50125,1.44558,-3.86922,1.29753,2.79465
RPL6,132.08352,-3.31773,-7.30195,-0.75873,0.32008,-2.89727,1.76359,-3.83771,1.27084,1.82055
RPL7,140.42165,-1.71161,-8.35064,2.87281,0.66626,-7.35961,0.4558,-2.73932,1.81684,3.27321
RPL7A,142.23627,-1.61705,-7.35387,0.68411,1.72226,-3.39093,2.3287,-2.81877,0.90766,2.02434
RPL7L1,95.8583,-3.8014,-4.9741,0.16891,0.22784,-2.00087,0.39815,-0.91681,0.20157,0.14011
RPL8,145.99898,-1.00327,-6.1026,-0.29938,2.3532,-4.34295,0.50807,-1.78322,1.12554,1.84001
RPL9,122.76473,-3.69142,-9.56547,1.61122,0.46312,-1.44231,1.72409,-3.55169,1.62064,2.99776
RPLP0,158.27223,-3.18541,-7.43231,1.09248,-0.43744,-4.93025,2.04221,-3.16719,2.25386,3.62694
RPLP1,136.55781,-2.00425,-5.84838,2.01275,0.86126,-3.67272,1.45748,-2.06018,2.81588,2.2066
RPLP2,117.27643,-2.71644,-7.2935,3.56782,0.33753,-2.74339,2.09697,-3.15353,2.19457,1.41432
RPN1,106.15798,0.52909,0.01921,0.76377,-0.74065,-4.32791,0.87898,2.12026,1.54447,2.13376
RPN2,115.39902,-0.18885,0.78174,1.44871,-1.26814,-6.19247,1.86211,3.59182,1.42785,1.72697
RPP14,27.09077,-3.41568,-6.14714,0.45321,-0.96001,1.78519,0.58223,0.17187,0.78404,-1.12453
RPP21,0.63584,1.40622,-2.87558,1.24671,-0.38187,-5.32678,-0.84691,-0.17227,0.61279,-4.37857
RPP25,2.43206,15.00803,-4.74696,-14.54415,-6.33764,0.31317,-5.30059,-1.76508,6.28949,-2.78283
RPP25L,13.53828,4.50843,-8.08436,3.53582,0.58818,-1.43866,-0.1197,-0.40945,2.06462,-2.83584
RPP30,40.09304,-3.26415,-1.46016,4.07637,-0.63911,-4.94754,-0.09418,-3.27462,0.9389,-0.64131
RPP38,12.85175,3.31303,-5.76451,0.40443,-0.94861,1.48122,-2.46905,-1.12476,-0.51562,-3.57085
RPP40,6.94676,-1.31888,-2.57573,3.60902,-1.26049,-2.75501,-3.98422,-0.48317,0.0431,-4.338
RPRD1A,63.80494,-5.17508,-7.08771,-3.16237,0.74254,-0.93489,0.26625,-1.14898,0.99191,1.21756
RPRD1B,59.61579,2.34781,-4.30531,0.42494,2.55849,-1.11626,2.10266,-0.09994,0.64954,-0.66854
RPRD2,65.16937,-2.65993,-7.53888,-3.01983,2.48207,0.48555,0.14457,1.3558,-0.25351,1.76652
RPRM,-129.71117,-1.27933,1.75214,-8.75253,2.14055,-12.80872,14.69442,6.82128,5.44445,2.65468
RPS10,99.22257,-2.6767,-6.44843,4.20354,0.01132,-8.31766,0.02985,-1.6542,1.28565,0.57892
RPS11,133.01598,-3.92851,-9.40396,1.56259,0.11778,-5.25512,2.47847,-1.05175,1.00641,3.78569
RPS12,128.32739,-1.6755,-8.25592,2.30639,0.10255,-3.35732,0.33207,-2.32075,2.85184,2.48623
RPS13,111.85159,-2.96755,-7.9118,3.53174,0.74221,-1.36526,2.23958,-3.18707,2.03391,1.32747
RPS14,131.12078,-2.52389,-6.41416,3.47714,-0.74626,-6.50113,1.52414,-3.01391,1.30468,2.41698
RPS15,105.07351,-4.72363,-6.98523,1.47733,0.31724,-1.93381,1.60318,-1.92809,1.11569,-0.17214
RPS15A,114.29592,-1.5213,-9.23843,1.73811,0.31007,-3.0274,2.04899,-2.99433,0.62784,2.21878
RPS16,126.07077,-2.97577,-6.967,1.93344,-0.22767,-5.52427,-0.05204,-3.16253,0.64786,2.06056
RPS17,130.59708,-2.64022,-6.07905,2.0406,1.04019,-3.78882,1.76823,-3.19775,2.03492,1.86286
RPS18,145.79808,-3.74406,-9.0015,2.54396,0.60073,-5.19504,1.12208,-1.29051,0.8018,2.07392
RPS19,123.5774,-2.75171,-8.27634,0.81523,0.4517,-2.04272,0.60978,-1.77192,1.00902,3.01919
RPS19BP1,49.15534,-2.01995,-4.31367,1.82277,-1.90334,-2.30034,-0.02533,1.41661,2.37846,-2.1489
RPS2,150.72449,-2.65569,-5.84375,-0.81127,1.10359,-1.67106,1.80528,-2.39801,1.32635,1.92051
RPS20,123.30204,-3.2323,-6.9949,2.75665,2.53251,-1.54767,0.30389,-2.65926,1.38477,3.00538
RPS21,111.65979,-1.22973,-5.98175,2.11473,0.27792,-6.0436,2.06612,-2.51107,1.22953,0.24643
RPS23,129.12283,-4.00271,-8.44248,4.24144,-1.08547,-5.10351,2.30655,-3.87967,2.32013,2.37615
RPS24,134.32899,-0.98689,-8.38939,0.39538,1.08107,-5.34402,1.81831,-3.06108,0.25503,2.16334
RPS25,119.95321,-1.89252,-8.99085,3.00211,-0.34338,-3.72104,1.01823,-3.63334,0.49571,1.97589
RPS26,91.43093,-2.81033,-6.65834,2.20625,-1.8498,-5.70801,-0.50095,-2.34984,2.85899,0.71822
RPS27,120.97917,-2.89018,-9.87939,-0.40408,1.39421,-1.97157,1.20564,-1.16366,0.4416,3.6384
RPS27A,128.89453,-1.21864,-7.11936,1.21573,1.30465,-3.78892,0.03733,-2.61601,2.19441,2.4958
RPS27L,50.74742,-5.18217,-0.38325,8.40143,-9.52555,-0.62686,-0.69261,0.74752,0.79226,-2.90417
RPS28,95.63842,-3.44027,-9.78058,1.57382,1.69548,0.93332,0.82316,-2.05193,1.53968,0.95362
RPS29,101.19002,0.86976,-8.67806,2.35788,1.05464,-5.67973,0.59062,-2.9834,1.92405,0.7523
RPS3,145.4394,-1.15115,-8.01406,1.71256,0.90439,-6.06281,1.85692,-4.11423,0.97762,2.92072
RPS3A,137.64766,-4.13872,-10.25643,1.76278,-0.02854,-4.8245,2.23345,-2.26482,0.50912,2.91151
RPS4X,140.25903,-3.49847,-7.37411,2.2096,-0.80905,-4.93828,0.93972,-1.90499,1.30967,2.12508
RPS4Y1,-72.39151,-22.98948,-2.66653,24.08437,8.37725,-3.284,14.09592,-6.73243,6.65719,-0.33723
RPS5,123.11066,-3.22573,-6.65737,2.74571,0.47639,-5.83172,1.47953,-1.99531,0.85901,1.99912
RPS6,141.03614,-3.18475,-10.30616,2.96245,0.97703,-2.32834,2.44593,-2.80057,1.8387,2.80271
RPS6KA1,53.24947,8.84214,-8.85164,6.29513,3.39021,0.05388,-3.07396,1.4311,1.70389,0.75042
RPS6KA2,9.38718,-2.70815,11.41793,-3.22345,0.26146,7.49176,13.49578,-1.94848,-5.04925,2.03843
RPS6KA3,72.288,-1.72321,-2.49523,2.71242,-5.11762,0.28661,1.39822,-1.80154,3.0092,2.00291
RPS6KA4,60.3123,8.18321,5.68247,6.95852,0.85481,-0.82683,-2.23548,-2.61921,0.52957,-3.35906
RPS6KA5,14.38501,1.60788,-9.67773,-0.46948,3.06194,7.08452,3.31075,3.45914,2.75568,-3.80672
RPS6KA6,-67.96239,-17.96178,-1.09335,-25.73288,-8.83479,-10.33004,9.91549,-3.29347,-6.71552,-1.51073
RPS6KB1,57.22668,-2.14536,-4.68973,-0.95626,0.54022,-1.05976,-0.57267,-0.20068,-0.7076,0.05261
RPS6KB2,51.95063,2.64298,-4.29501,0.5176,2.02072,-3.77133,0.89512,1.44798,-0.80963,-0.57924
RPS6KC1,39.40962,-4.92968,2.33126,-2.30741,1.25711,0.72707,1.28574,2.17834,0.46715,-1.98257
RPS6KL1,-25.49629,3.31632,-23.24098,-8.83901,-8.43134,-6.8416,5.8459,-9.26394,-4.73846,-3.02637
RPS7,125.97346,-3.1402,-8.68292,-0.43708,0.2481,-3.27255,0.90479,-4.09848,1.97575,1.38633
RPS8,134.80822,-3.68633,-8.03208,1.20892,1.76831,-1.61363,1.2332,-1.92124,0.86139,3.18607
RPS9,118.39218,-2.75334,-8.11025,3.0187,-0.68236,-6.3692,0.65298,-2.79373,1.363,2.06127
RPSA,138.04396,-4.77116,-6.17094,2.80544,-1.55523,-6.55281,1.09864,-2.66719,1.54636,1.23155
RPTOR,57.72938,-4.87324,-1.84697,0.24756,0.07574,-0.71552,0.86173,-0.13153,1.25938,-1.47005
RPUSD1,37.6165,1.18056,-4.82759,0.83805,-0.46899,-1.16082,-0.59137,-0.69768,0.47489,-3.05528
RPUSD2,12.95782,-0.07803,-5.58497,1.12015,1.76458,0.41064,-0.15607,-1.61201,1.3246,-2.08047
RPUSD3,31.35292,-2.3146,-5.3974,2.89007,-0.99927,-0.70183,-2.79893,0.93297,1.29648,-3.31866
RPUSD4,40.31248,-1.5063,-8.36847,1.91623,-2.647,-1.12877,0.54294,-3.72035,0.8981,-1.00328
RRAD,-77.85302,4.11551,24.78668,14.92172,2.96221,8.23175,0.69373,-15.77485,-11.17862,-1.20479
RRAGA,51.93817,-4.05882,1.81807,3.37762,-1.84842,0.25751,1.78279,1.37386,0.47017,-1.31137
RRAGB,6.48289,-4.45488,-2.12539,-0.16479,-0.08419,1.52606,-0.05078,1.62343,-3.68553,1.00002
RRAGC,23.49815,-1.60254,0.76089,4.72726,0.58422,2.79102,-1.87794,3.15625,-0.57836,-0.60847
RRAGD,-22.67927,-28.74708,-10.68252,-9.42032,-4.11316,-1.56278,-17.0061,6.24876,7.80848,10.23599
RRAS,24.70346,8.77131,19.0131,6.90483,-6.61997,5.70606,-6.41722,0.66649,-4.82444,-1.74112
RRAS2,45.23042,3.82443,15.88478,0.72846,0.42584,3.73679,-3.16908,-7.77179,-1.01584,-0.37071
RRBP1,93.6653,4.90676,8.26442,4.27639,-4.67276,0.92245,0.92565,6.59396,0.95431,1.78234
RREB1,48.87213,12.7322,-3.62243,5.74938,-0.16392,6.61875,-11.20663,9.62697,2.81787,5.89824
RRM1,87.51967,-4.27276,-2.6454,2.68088,1.08158,-5.20864,1.74604,-0.76787,0.76749,-0.37959
RRM2,91.75598,-5.9703,-4.60743,2.60292,-2.88202,-12.70231,-1.80007,-0.53834,0.40694,0.02199
RRM2B,48.93071,-2.86205,-4.12919,3.283,-1.56944,2.85664,-4.07581,2.16123,-0.86241,-3.11732
RRN3,60.06683,-1.0692,-6.06282,-0.99254,-0.58427,-0.77231,1.32668,-0.7597,0.42694,-1.22892
RRNAD1,29.85506,3.41678,-7.87217,-0.38953,2.80404,2.39722,2.30931,1.81605,-1.2574,-0.00328
RRP1,49.70978,-3.43688,-6.36022,1.10583,-1.60182,-3.94351,-1.54372,-1.69476,1.59641,-0.61247
RRP12,63.0575,-1.92976,-2.98384,0.61457,-0.51077,-3.10541,-1.66061,-3.79535,3.29613,-3.13256
RRP15,49.74163,-2.90297,-2.35371,-0.89121,-0.62825,-6.27807,0.76319,-1.72108,2.72559,-1.1867
RRP1B,70.97961,-5.52417,-7.53371,-1.39046,0.09843,-1.73255,-1.30099,-2.69241,1.30743,-0.54878
RRP36,51.38733,-3.0118,-0.14052,2.1865,-0.54351,-2.16377,-1.70334,1.4055,-0.38708,-2.05635
RRP7A,62.74356,-0.41687,-5.02618,2.87542,0.59414,-5.17398,-0.20604,0.21696,2.09358,-1.69556
RRP8,25.71901,-3.01424,-6.63025,3.63161,-0.19628,1.31816,1.62414,-0.47904,1.12613,-1.75336
RRP9,40.17886,-3.773,-3.92706,3.06815,-3.45693,-4.41299,-0.79209,-3.60972,3.17868,-3.75483
RRS1,46.42962,-0.64977,-5.03995,2.78341,-0.73986,-6.20789,-1.85396,-2.41407,3.57488,-2.51842
RSAD1,43.06062,-5.20712,-7.08538,-1.53939,-3.50284,0.53655,-0.06488,0.04907,1.28671,-0.89167
RSAD2,-68.76449,11.42622,-1.08506,7.97396,9.67392,13.52536,8.24259,3.6018,-11.33296,11.29676
RSBN1,30.35678,-4.48971,-7.9282,-1.27067,2.40417,5.81494,0.3033,-0.65358,-1.91584,0.54253
RSBN1L,45.5841,-3.48212,-8.36115,-1.11722,2.53426,1.76303,2.53685,0.38438,0.2186,-1.08641
RSF1,69.84122,-3.60851,-3.34019,-3.15915,2.40515,1.37561,1.554,-1.78094,-1.99525,1.50643
RSG1,-27.68992,1.79311,-4.56312,2.20548,-0.16851,3.3261,-1.22315,2.81952,-0.42371,-3.24121
RSL1D1,94.38945,-1.97552,-7.80742,-0.07624,-0.5355,-2.95496,0.28345,-2.58791,2.09351,0.0988
RSL24D1,79.47766,-2.34097,-10.05619,1.48187,-0.25671,-0.1297,1.43258,-1.67264,2.36978,-0.06328
RSPH1,-86.76612,28.71153,-18.93996,-15.84881,-9.27071,-3.1102,-1.84156,-4.14974,-6.02456,-2.04667
RSPH3,17.60084,6.13818,2.64911,-0.94651,-0.01369,8.03899,-1.73283,0.46079,-2.85366,-1.16256
RSPO2,-161.84964,-16.0836,-2.81788,-0.34847,-2.49345,2.34486,-0.23653,1.30006,1.91057,-9.31821
RSPO3,-145.13958,-8.63132,21.45147,8.14594,-9.76352,-11.25589,-15.1804,-2.03233,-6.12533,6.49296
RSPO4,-124.45684,-5.79685,0.24849,-16.16546,13.82596,-5.90362,-11.33697,-11.98679,-0.10255,-5.18153
RSPRY1,50.33955,-3.23807,-2.00995,0.08514,-1.0922,-1.07489,0.9535,-2.30499,-3.73054,-1.58171
RSRC1,40.33616,-1.56596,-3.51213,4.16949,2.55822,-2.55217,2.8061,0.61234,-0.14868,-2.75171
RSRC2,71.8915,-1.54455,-5.91852,0.01882,0.32827,-1.92335,1.76937,-1.36906,-0.14286,0.98434
RSRP1,50.86428,-0.36625,-6.8227,3.65025,1.3485,5.21079,0.95362,1.29434,-1.64992,3.0307
RSU1,56.57503,-5.10021,0.16117,8.18433,-4.69381,-2.76916,-2.3931,-0.96679,-2.10212,-2.40692
RTBDN,-103.02734,-6.12303,-5.69645,-12.51762,0.82288,9.86187,-4.10198,-3.17407,-8.67199,-12.55422
RTCA,47.68678,-1.47546,-3.01809,5.06811,-1.58178,-1.93002,-0.33866,-0.45347,0.85209,-0.9344
RTCB,74.25042,-3.16565,-1.40646,2.02631,-0.63709,-4.87542,1.2128,0.10796,2.11278,-0.52216
RTEL1,-27.26625,-3.56998,-3.18495,3.00247,-2.58772,-2.59019,-1.7473,-1.2555,-0.11785,-4.99819
