,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIDM00387,184.92019,46.60751,122.00711,-2.81165,2.87431,18.92333,109.24648,-62.96194,-36.48097,37.16114
SIDM00260,-118.7071,48.97832,22.84938,31.94906,74.46603,0.94039,1.96517,24.32,-14.89409,-11.69254
SIDM00504,72.58692,-74.04934,-39.90515,-14.07389,-6.29792,69.31679,-28.90821,36.26173,-35.0179,-16.86353
SIDM00437,51.13256,179.23962,-101.74943,-65.52463,-21.99379,12.52299,-46.76482,-24.17433,-12.33997,84.23877
SIDM00657,44.19753,173.51128,-92.12299,-58.90758,-12.48563,19.31715,-62.77888,-13.46313,-41.73751,92.47342
SIDM00429,77.98959,192.83944,-91.81325,-47.46672,19.79922,6.34431,-2.3414,-5.39424,-31.51538,7.14444
SIDM00259,178.86352,45.1209,127.71281,25.71869,63.22534,36.05415,89.62252,-47.61322,-43.79502,10.1215
SIDM00257,201.57065,54.02323,148.24705,-0.12804,24.76392,21.07986,85.55594,-35.97255,-9.89164,-29.67574
SIDM00255,214.87887,25.66864,183.73592,-11.03976,24.27763,31.67222,83.87847,-50.35394,-29.80876,-18.74107
SIDM00254,172.60702,2.90809,82.11756,30.58988,35.75372,25.59138,47.28431,-24.55036,-9.42272,0.11404
SIDM00253,219.44994,37.53375,149.80761,-1.81138,25.48357,19.45529,94.45911,-45.78539,-10.52904,-8.47561
SIDM00244,172.78142,-8.95023,86.73326,31.02521,34.17378,34.58336,55.61753,-33.68211,-33.40738,4.56645
SIDM00156,96.51401,-0.40151,115.03523,9.66623,37.86412,12.9613,-26.45595,-8.41867,7.31012,-28.28213
SIDM00654,52.81826,-3.84033,85.80602,-24.76372,-14.8213,-13.57637,-23.3953,28.10858,24.46413,-20.58483
SIDM00651,114.31066,10.78346,113.00212,-17.84189,-36.35239,-5.97369,-2.6071,-24.99324,6.60158,14.41314
SIDM00649,71.2848,-2.68374,-3.30401,32.02828,11.77413,-76.94618,-9.49691,-40.06408,26.70901,1.83332
SIDM00645,-15.83261,-20.34093,7.66299,24.03436,-18.19387,-77.16467,-26.10547,-15.225,1.29264,7.75242
SIDM00734,-102.5982,9.7664,32.55017,-0.09003,-40.41039,-25.86204,11.37532,30.62559,-30.97951,22.27281
SIDM00750,-48.68335,-23.44542,52.70557,-31.37382,3.32204,-78.06682,-10.62179,19.69635,-6.92284,9.9934
SIDM00748,87.52175,25.81608,72.58177,-4.51588,-10.6189,-55.00271,-44.12321,-21.98588,24.21421,39.20745
SIDM00746,-89.263,-32.32616,15.55832,-38.4368,-42.23007,2.61048,-7.93731,-21.00092,-8.08268,-8.53915
SIDM00745,-52.28563,-64.27913,13.15827,-38.15756,-0.21531,-56.91351,-2.2689,6.45896,-43.87111,20.96872
SIDM00743,-93.82247,-37.1097,4.4929,-60.0084,-15.06824,-9.23231,27.70189,0.41319,10.56961,6.69615
SIDM00742,-0.32073,-31.24584,12.49029,-28.7592,-30.33935,-64.95811,-7.70917,-14.43854,7.0245,-27.17948
SIDM00740,63.69274,17.53226,8.16854,33.18962,43.65694,-99.08843,-27.98511,-25.47917,7.18496,23.02884
SIDM00738,23.72801,-46.22326,4.84377,5.75955,-66.97646,-11.56403,27.72933,-19.14627,11.31096,-9.50568
SIDM00771,22.44003,-60.67256,-48.65991,18.64009,-49.45133,-28.12311,8.8511,-36.45482,29.31071,-2.4469
SIDM00755,-9.30963,-50.72866,12.35911,4.53785,-36.83737,-42.1334,-14.89462,-1.8621,-1.52481,-20.1207
SIDM00768,-98.06974,-2.08541,-3.27539,-10.5702,-48.74393,-33.65841,13.48525,8.47844,-19.84529,-34.83519
SIDM00763,21.78982,-17.70129,-64.53034,24.68957,-21.48499,-18.18182,27.04064,-41.38524,-4.71014,7.5885
SIDM00762,-42.61454,-12.02078,16.47999,16.65552,-72.3815,-38.26895,-30.63795,-14.24162,20.13964,-15.56507
SIDM00759,-42.78038,-39.33252,-38.70886,9.46607,-9.78935,-20.30234,7.19788,-15.1789,-50.7194,20.28228
SIDM00758,-118.6292,-9.85422,39.23566,25.74892,9.70775,4.2862,-0.79116,19.16879,-7.07722,-43.01154
SIDM00753,-5.83655,-47.35628,23.30923,10.61239,-55.65359,-52.48927,-33.4502,-27.01057,8.1983,-5.37956
SIDM00715,9.50227,-31.44436,2.92297,24.43549,-10.37461,-67.10795,-35.00643,-25.19619,9.75273,-4.99852
SIDM00713,55.66804,-93.67733,-59.11182,12.56327,-17.14838,5.03303,2.28984,-23.2923,-23.2652,-2.92157
SIDM00708,-79.65171,-0.84447,5.25891,-9.6287,-32.95801,-20.49122,-10.96901,-15.4874,-17.43683,-11.06885
SIDM00702,-110.15631,-0.11971,14.10836,-4.14309,-40.31466,-17.35213,26.77754,-2.82412,31.89405,-16.96349
SIDM00775,-112.49632,-5.30284,29.6385,-26.3128,-32.46174,-36.68813,4.70753,20.09278,-29.91873,24.79236
SIDM00716,-55.66317,33.89376,42.46354,-8.63688,-45.79999,-28.19341,31.99782,18.87878,27.58402,-33.42509
SIDM00926,24.67919,-31.62293,-7.93007,5.62197,-19.17892,-69.2802,7.26289,17.10836,-20.23066,27.42117
SIDM00139,2.13411,-56.72079,-37.63985,9.56113,12.1407,-24.66927,-9.59683,-24.53186,-29.91925,0.13845
SIDM00017,39.35934,-26.60741,-1.76556,9.9348,-6.3595,-70.25572,-31.48123,-60.26559,-6.68427,35.03392
SIDM00728,-69.76638,-26.96969,-1.91751,-20.60596,-51.75111,-9.44383,0.20507,-18.40279,-16.65451,-20.08522
SIDM00138,40.6229,-16.69232,25.51684,-6.34487,-7.82341,-71.32612,-34.6785,-42.28128,19.32103,31.42457
SIDM00722,30.0997,-60.92243,-72.50968,20.3979,0.85784,-10.8354,7.15604,-18.05613,-40.29701,14.17754
SIDM00720,32.73357,-13.01365,-9.22985,44.42879,-20.04045,-34.28144,-16.81002,-17.69096,3.46568,-58.37497
SIDM00493,-93.56561,-51.98369,-2.60343,-57.91235,-2.81856,1.86781,12.11183,-4.7509,-29.33285,-1.56072
SIDM00137,-65.71872,-13.81006,70.9153,-8.53467,15.51825,20.77552,-7.75477,7.53499,-12.28575,-46.50453
SIDM00718,-56.1092,-6.51713,-2.97232,-18.48767,-37.68652,-19.31625,32.72298,7.72774,-10.22256,-33.64932
SIDM00965,125.71677,5.70864,102.03062,-24.45202,-35.1095,-8.40212,35.64258,3.88507,36.05786,-6.30228
SIDM00144,31.73583,-20.47348,-2.06844,24.78621,-19.27391,-47.64048,-6.53639,-15.31301,44.03213,13.08847
SIDM01130,31.58065,29.56776,78.76164,-21.97015,-35.16316,-14.28536,6.57818,12.05396,45.80793,-13.41004
SIDM01128,63.3993,53.44921,123.44451,-38.5747,-43.70864,-1.37872,1.18503,-11.88362,9.10419,-5.57468
SIDM01124,33.65202,-16.78315,-38.53403,15.17765,-14.84845,-28.62758,-1.07983,-39.11514,7.71038,3.49909
SIDM00779,39.04968,49.84617,66.75273,42.09011,-57.61952,36.53626,26.68692,4.89693,36.53616,9.48845
SIDM00778,-103.34025,12.99388,-1.92462,3.79886,-37.93292,16.92806,16.45415,-26.45006,-11.3051,0.89069
SIDM01150,10.16929,-12.70754,-58.00441,15.17253,-3.79592,-76.94993,1.30205,-24.14085,-7.85802,49.99048
SIDM01147,-119.87155,26.96533,36.15557,6.95255,-31.72204,42.40163,3.88154,-5.78307,6.65262,15.80077
SIDM00577,203.3854,-6.60266,117.2841,8.47983,10.44893,54.43947,99.88035,-52.50714,-53.83466,-4.65582
SIDM00575,68.33707,-109.77279,-52.86652,20.78467,-35.94991,23.71707,14.67221,6.85002,4.25277,-29.26549
SIDM00580,27.14769,136.42451,-82.94422,-78.57283,-42.17169,39.26023,-82.51686,-20.56755,-30.73291,78.59402
SIDM00572,-88.3232,5.33523,-39.44886,13.4103,-3.12557,-27.09639,30.40926,-24.91948,1.04525,5.54552
SIDM00444,34.53593,45.55115,17.13856,60.56258,69.3345,-36.42147,-3.1942,7.6651,14.42147,-37.61969
SIDM00446,51.50516,170.68515,-120.08636,-72.17274,-24.68786,34.10644,-54.85253,-16.97038,-24.55297,69.27586
SIDM00462,52.37834,131.45461,-92.67233,-49.89666,-16.04266,22.1924,-65.03032,-14.64329,-22.6338,78.90539
SIDM00460,64.9743,214.61888,-105.83842,-56.35706,8.76331,-6.76088,0.54453,-11.64861,-20.38941,-0.40548
SIDM00241,-32.29832,48.8358,103.64329,12.78509,48.49269,-56.45974,6.35318,128.59212,-41.62346,-25.10472
SIDM00478,-72.2926,-51.56059,-4.44838,-87.72317,7.99176,-2.58027,32.24246,-10.18123,70.0944,14.36014
SIDM00477,-144.9265,25.82147,-34.4339,36.34592,-19.83812,9.59792,25.71627,-36.53384,0.51115,12.09143
SIDM00567,23.70153,-64.56647,-8.77755,-30.43631,-22.25285,28.94647,11.32873,16.29852,14.58666,-13.82664
SIDM00457,64.92335,140.24405,-32.94494,-49.18163,-35.35422,7.3064,-4.43976,19.56042,23.53193,-46.43165
SIDM00239,4.85313,-63.85476,-61.05392,25.90124,-61.33274,7.51425,-8.81256,-14.27499,-12.72417,-45.21524
SIDM00566,-131.57237,-88.7352,-42.08964,-50.23396,89.13526,42.82771,20.1978,-12.67475,-24.64005,-13.49656
SIDM00565,-96.55612,-71.32475,-27.93794,-54.29589,55.51313,7.93907,-5.83611,-6.44498,-34.86601,-13.96909
SIDM01141,-37.80288,15.14079,20.79915,15.46952,-91.9659,22.22991,-21.65192,-8.74723,24.29129,6.0556
SIDM00967,-94.0313,-15.49769,33.06802,27.64628,-6.36776,0.89217,12.95349,-2.1336,18.05398,-77.47158
SIDM00105,-1.21895,-46.73057,77.83069,-52.37608,-54.85939,-12.77231,-36.61199,2.2805,-11.78367,-42.15119
SIDM00091,-103.73744,-9.60155,14.69245,33.02282,-28.65823,37.11421,-25.54059,-21.70929,-18.17814,-14.86925
SIDM00090,50.57805,-41.78352,-17.03983,0.9713,-13.17984,-59.96619,-22.39959,-47.48501,-2.13184,1.94949
SIDM00564,-56.48052,-9.7813,43.9179,2.98843,-25.40512,-53.12085,-63.05364,-22.41017,-18.78947,-55.04717
SIDM00465,-88.69825,17.79845,27.29005,67.3697,47.99037,-40.94682,-44.51129,-17.57008,-13.37002,-82.06714
SIDM00425,-21.5571,-17.2427,-45.85049,45.71124,-17.31314,-57.54115,-34.45995,-53.77003,-5.52435,-43.55389
SIDM00455,-110.76901,56.51632,-43.62543,41.77727,1.03039,-30.17024,34.45862,-38.31844,-0.325,6.4172
SIDM00453,2.36703,24.13928,-28.99579,57.95446,19.42231,-77.06761,3.75914,-44.81421,-2.57437,1.75536
SIDM00237,-104.96284,-33.84088,-12.03106,-20.33342,-25.29816,-23.56207,19.50338,-6.93216,-38.76765,0.07407
SIDM00270,-92.35066,-64.06363,55.01691,-68.73902,76.0604,42.73475,-46.48599,-14.67882,0.97625,7.59329
SIDM00044,25.68382,-67.62487,-105.36145,39.3214,83.01022,17.96991,36.00821,14.71348,-1.46418,-22.28405
SIDM00155,-72.83603,-59.18599,57.93665,-67.32428,97.80588,33.15019,-7.82275,5.77945,64.93652,-22.62563
SIDM00043,-127.29852,-70.64651,-17.06055,-62.79152,102.83405,45.44782,6.31658,-4.95595,-16.3114,-2.62102
SIDM00115,-79.95954,-52.05372,47.50156,-82.87317,62.28337,65.6816,-14.03472,4.12818,31.88323,-4.88457
SIDM00472,-26.23313,-64.96255,28.40137,-14.30163,14.38759,-18.55918,2.06032,-16.2282,-40.72361,-52.83461
SIDM00451,75.89441,133.00731,-30.00232,-73.86273,-12.13357,31.26786,-38.78385,-13.55426,-32.5588,-8.46767
SIDM00042,-106.08952,-21.57549,27.44597,-3.02202,3.35585,60.19504,-33.55846,-36.56687,-26.31242,-28.48274
SIDM00469,-18.22989,-3.57809,-45.14424,39.34681,-30.42939,10.5716,5.01456,-39.23173,-10.77745,38.79675
SIDM00819,14.52647,-62.67205,-22.90673,53.74011,-3.51448,-13.73359,-47.32576,-19.15821,-4.19521,-89.27041
SIDM00359,-133.66685,62.1081,28.37923,54.9994,-53.46032,65.25545,-4.78478,-23.63646,17.49887,24.63833
SIDM00847,117.29501,-56.08376,10.28808,-2.45937,-27.37198,7.2516,-11.5488,-1.33103,-1.65646,34.04894
SIDM00358,-31.11343,-47.87233,93.39805,-60.90244,-59.06203,2.21768,-45.70764,4.06549,9.20149,9.68724
SIDM00354,35.72861,-95.88323,-36.86,-18.09299,-5.55542,0.97511,-10.10588,-10.1144,-12.07247,27.45926
SIDM00353,45.89086,-53.81367,-85.59234,28.91821,5.96781,-23.83795,13.41579,-37.78995,8.12929,1.18788
SIDM01090,-9.90633,109.90632,-44.28322,105.64099,63.77538,-27.53496,26.92687,-24.93337,22.27127,27.85509
SIDM01088,-82.39058,-1.40122,20.18868,-25.14655,34.54981,-51.34652,-3.87632,24.1302,-8.76373,10.96777
SIDM00352,-58.43102,-1.01921,3.9938,29.27563,-33.44346,-52.43072,-28.68408,-19.54587,-6.33509,-63.01434
SIDM00415,108.0389,243.97485,-83.41293,-64.3462,48.42709,19.67516,21.8805,-12.84139,-25.33651,-64.67831
SIDM01087,79.7829,-77.27568,-89.47921,11.93133,-35.02012,29.26281,10.05822,26.41749,-2.16808,44.02641
SIDM00402,-113.92453,-8.37539,5.83335,-40.03396,17.58495,-18.01045,42.51341,16.81176,1.17152,17.44255
SIDM00401,98.82549,-22.94485,-40.54634,66.10452,43.33939,22.93112,-24.60178,85.17406,93.77526,-8.91007
SIDM00035,59.76784,-86.46524,-71.31805,2.85037,-41.37883,-2.13106,20.80733,2.74037,-6.33646,-10.88861
SIDM00351,-96.31679,-25.83848,-27.81543,-20.88481,133.19995,-2.88232,30.03656,-29.76853,-10.09645,7.84573
SIDM01082,-70.78894,-87.81894,-36.4313,-83.10418,15.63461,34.2797,12.30544,-29.14065,24.52893,34.24726
SIDM01081,-76.28915,-80.01065,-14.20353,-87.80875,-14.59981,43.32435,8.64653,-24.45337,9.03128,25.2827
SIDM01080,-38.3974,-90.18171,-35.12232,-60.28742,0.67906,26.05605,26.20409,4.15697,-7.69392,21.36802
SIDM00399,-42.11742,-1.18426,91.50835,-35.62837,109.21799,2.61012,-1.36699,30.05184,48.42632,-20.71861
SIDM00383,-27.91112,1.6688,81.34974,-24.06312,22.52617,-19.30536,-49.75616,22.42708,-39.85693,4.76608
SIDM00032,-89.31086,-69.39183,-47.66762,-76.22048,6.56223,14.22499,40.06026,-20.10554,33.78476,16.44489
SIDM00382,67.03516,-90.29399,-89.66221,29.07795,4.33959,7.94768,20.03421,23.79061,-23.67863,18.70698
SIDM00083,77.22225,-83.72346,-78.97498,10.80172,-18.00238,19.83516,-0.88567,31.57301,-14.58925,20.08425
SIDM00395,169.73662,31.90407,138.53453,-26.70288,-25.66182,26.66296,90.98969,-67.29976,-37.28815,30.25086
SIDM01112,81.68004,-73.21972,-80.45564,18.09757,-5.99857,10.22333,9.56966,14.03022,-12.47058,25.60097
SIDM00483,-96.14662,-48.44066,21.7636,7.79052,9.03885,58.39852,-2.53999,-14.83554,-13.65758,-28.58267
SIDM00082,77.61746,-6.63389,-38.75416,26.45716,-24.25567,5.69841,-6.17743,65.86642,80.9969,1.22212
SIDM01106,49.40567,-88.89493,-61.48661,-14.14253,-47.98039,43.30039,11.17406,58.34788,78.81662,4.68423
SIDM00392,67.25422,10.66543,-54.31243,37.62256,-5.28864,-18.03452,2.75862,56.37091,86.50847,39.54475
SIDM01103,4.4679,-82.81724,-52.43412,4.72967,-46.12273,3.90895,4.92746,-25.51386,-4.37711,-8.74724
SIDM00379,61.32792,-53.50538,-125.90343,71.84396,58.52018,-1.1363,29.38881,22.98821,-31.49661,-8.32932
SIDM00391,61.02458,155.51585,-51.7568,-52.81633,-34.55068,13.97766,-3.26189,18.04554,1.30021,-56.03927
SIDM01101,139.29794,-26.37175,31.73995,6.88417,-29.65077,26.01495,73.57346,-32.83171,-12.07529,32.46802
SIDM01100,190.95002,41.36964,126.87808,-15.75642,-22.47445,-1.72573,96.3078,-46.40982,-12.84478,14.41374
SIDM01099,173.18432,21.64625,106.50022,-11.03062,-30.99665,21.19921,94.23067,-49.15803,-25.88828,25.99077
SIDM01098,156.7954,-54.62912,82.2179,-1.48635,-9.05075,43.297,57.33247,-42.00074,-47.53725,18.81481
SIDM00027,136.05069,29.68665,103.60327,-10.84887,66.79793,25.93581,-99.09673,-2.25686,0.23849,39.2609
SIDM00079,0.38352,-71.22714,7.29502,7.89768,-31.55005,-32.73759,-38.88827,-19.85135,-22.40461,-36.04204
SIDM01097,160.68928,24.37692,94.77956,-0.1986,50.14366,30.9001,-40.90702,18.59902,39.36131,-11.64305
SIDM01113,52.77329,1.32197,-1.77332,28.48536,20.51443,-48.00263,-35.03841,-37.76212,-30.6127,62.63775
SIDM00375,-96.38236,-44.25486,40.89969,-80.82407,47.80761,42.18847,-43.73976,-4.75067,-9.57768,-2.20766
SIDM00095,90.19166,-115.22111,-35.1704,-5.44428,-43.43827,48.78979,-13.07403,63.88606,-6.58639,8.04684
SIDM00373,-47.97179,19.03002,8.64879,48.57305,3.60791,-31.53816,-47.05475,-13.58432,-26.84297,-32.19184
SIDM01146,28.87112,112.23931,-25.94167,71.44829,44.26158,-66.40309,26.83455,5.33107,20.64301,49.47238
SIDM01145,-123.53145,107.51736,43.42253,69.47423,-58.2539,32.56284,29.67952,9.57477,14.0625,36.53063
SIDM01151,54.3338,-89.13111,33.48719,-22.16761,-26.85113,-2.66219,-35.00398,-14.30539,-10.30835,11.96247
SIDM01181,105.25975,13.25044,59.85451,10.20636,7.86289,-65.17435,-28.45215,-11.66698,45.423,18.75805
SIDM01194,27.19744,-36.35332,-29.64578,58.48703,-13.22618,-57.6726,-12.40354,-26.73707,-20.3794,-21.34436
SIDM00194,-140.74497,58.41507,22.80261,44.00739,-66.03683,45.08388,10.54627,-7.47283,16.07839,36.49642
SIDM00193,-129.81466,79.1377,42.40406,72.56166,-17.06877,58.13929,-2.61019,-7.02761,27.25504,12.30059
SIDM01197,-145.8945,108.79098,41.37056,76.47329,-49.02925,66.65814,18.28478,17.92064,24.69012,26.29432
SIDM00498,-123.76453,46.28459,3.15936,60.88848,4.64698,43.24607,13.04334,-30.67433,-10.41403,2.64959
SIDM00389,70.09063,283.82068,-155.41539,-64.74458,36.63432,-25.80813,26.2774,2.56101,-6.93361,-61.48485
SIDM00405,62.49026,231.54048,-100.32607,-86.89031,-3.11243,0.9281,4.07085,-7.37272,-15.59533,-49.11492
SIDM00406,65.27029,261.85823,-128.76657,-58.91277,29.84097,-27.02243,27.2379,1.84382,-6.45876,-60.83548
SIDM00423,66.58531,246.70883,-135.82282,-63.9876,10.70802,-6.40055,22.52923,0.62865,-10.62315,-36.43514
SIDM00371,-58.16654,9.49254,-14.93436,85.21585,-20.30284,11.36026,-12.46231,-40.41856,14.71755,-10.11863
SIDM01154,80.51628,181.8197,-69.60236,-48.18154,5.2111,-8.86804,15.49892,-12.20864,0.8804,-12.969
SIDM01155,101.82134,-107.30917,-71.81007,34.49561,10.7271,60.46432,-3.90955,35.50129,-56.27031,14.25959
SIDM00834,-129.60599,113.11883,36.77929,85.20567,-51.60228,72.94339,10.18295,-9.4597,12.98092,20.95943
SIDM01163,11.94178,18.04818,-34.18717,97.98092,97.37917,-8.92037,-35.51092,-36.62728,-27.01206,-16.19913
SIDM00837,-96.00308,77.25675,22.94387,65.49107,35.79012,35.07134,-1.17818,-11.32986,22.39717,12.85544
SIDM00841,-53.70192,76.43977,34.68775,66.4683,-3.89967,28.76265,0.73403,-38.19275,14.51944,21.36823
SIDM01168,-103.92725,21.37174,11.97053,67.72914,14.19901,52.02775,-13.54681,-29.04958,-24.70229,-1.54703
SIDM00833,-115.79559,13.23067,40.9944,26.36806,-14.92931,56.9962,-26.98879,-21.60858,-9.33633,12.95849
SIDM01161,87.51778,-113.27468,-78.90192,37.9454,30.32625,45.16524,-17.25665,26.0021,-27.76301,-15.41251
SIDM01084,93.08459,-61.23687,-34.70861,9.08666,-15.5614,-7.35356,13.96904,30.70009,-3.38913,4.21877
SIDM01093,-37.83127,-9.04237,-34.19834,33.54535,82.81206,-47.34566,1.79286,-8.36251,-17.25827,48.19411
SIDM00782,-135.83891,65.89275,12.42163,58.10401,-61.50998,53.7798,1.59036,-6.5407,19.19426,22.1674
SIDM01171,68.24056,-66.92329,-74.90622,31.6571,11.12491,8.9431,17.26038,38.08884,-29.71529,36.20508
SIDM00419,121.74741,37.38517,57.38965,-11.75795,25.85983,-7.20698,-63.48005,0.11035,48.20455,53.07804
SIDM01190,23.01832,-70.45842,-44.9133,-0.47823,-34.68461,30.12743,9.74113,10.09303,-42.1257,8.88153
SIDM00369,-65.34899,-52.20132,13.70526,-28.56041,9.25818,-31.45646,-25.03473,-35.81697,-17.24265,28.67522
SIDM00349,-83.09673,-40.03903,9.91314,-51.55721,40.94875,-28.89014,27.20014,4.66288,32.46917,-3.16503
SIDM00348,-116.07911,-41.05122,-22.46698,-67.54866,33.08405,-19.44424,47.58218,-4.11645,52.06411,20.48576
SIDM00250,-63.02844,-27.60483,40.83183,-36.60865,-52.18627,-11.5771,11.00944,18.57089,32.38815,-18.73247
SIDM00347,-99.36396,-26.71063,31.21509,-77.20858,6.54875,16.14999,-8.40284,1.58905,18.65626,8.12604
SIDM00328,-37.23331,-21.22587,60.16922,-56.37201,45.81771,-3.48565,-11.23125,13.95554,53.89221,-25.43526
SIDM00326,-1.04425,-76.13524,40.12274,-39.48282,32.9264,12.79642,-41.99497,-14.52296,-9.64747,26.31461
SIDM00325,-109.3472,-46.24526,29.49042,-100.98926,2.39106,13.97665,2.84063,6.45322,45.74378,27.83888
SIDM00324,216.24024,59.26644,133.57242,17.54534,56.02816,7.97251,106.45414,-36.08141,-2.03226,-35.39461
SIDM01172,56.62264,107.25269,-56.40917,-68.07761,-35.01648,28.71366,-85.09558,-10.44761,-28.14713,74.96458
SIDM00040,-130.2944,66.91016,-3.89445,58.60568,54.27416,-48.68736,30.77653,58.0028,-39.34091,41.85275
SIDM01170,118.01075,12.48488,51.91573,13.52222,9.11792,-55.52496,-25.43285,-15.93278,25.40076,30.11143
SIDM01169,0.32828,-33.81434,2.33801,31.47876,-32.29907,-35.97302,-52.83978,-32.27887,-17.70389,-28.39258
SIDM00321,28.89593,57.11844,-92.10953,58.7852,39.51259,-51.13745,19.21291,-39.26464,19.47831,29.9009
SIDM00111,99.43197,-85.49651,-16.15857,37.97285,36.31941,59.48277,-2.51278,61.0562,-11.78926,-63.0477
SIDM00107,90.34743,-29.72832,-30.59603,19.49583,-39.66863,-0.9541,-15.51531,63.77798,104.0815,21.32775
SIDM01186,-86.06071,39.60115,61.74593,-10.24458,-24.73791,-46.78517,26.95669,110.16936,-61.66816,20.85366
SIDM01182,69.36466,-11.90773,-60.64592,50.94224,34.10298,-64.58882,24.2108,-27.0896,26.57563,16.02117
SIDM01077,11.10781,39.8574,104.75276,-1.37896,-41.74518,-27.02378,13.70725,36.34012,-12.13759,-3.66622
SIDM00414,-57.34919,-28.39758,-80.20053,6.04703,63.27519,-37.42898,57.00449,-44.05983,27.2032,-38.05007
SIDM00320,40.4288,57.34979,126.94538,18.24487,-41.69738,-13.76255,3.61456,3.69184,57.17754,-47.35122
SIDM00318,2.02125,-20.79355,-26.88706,37.50114,-49.89928,9.55091,-25.55105,-10.65329,6.04326,-49.15087
SIDM00973,80.65803,-49.97057,-31.26081,51.50028,65.00124,34.11079,-15.47236,28.66057,64.78185,-12.61084
SIDM00411,-101.05081,-18.30404,13.5358,-14.90011,-26.45077,37.69704,-19.32523,-25.69829,-26.37554,0.23042
SIDM00316,97.49583,-101.87836,-74.25877,24.30024,-7.47016,50.81132,10.51718,34.32039,-39.16325,8.88514
SIDM00586,-23.18144,5.24826,-0.85103,45.21373,-85.02176,-19.82678,-4.60012,-1.90693,26.2734,10.20495
SIDM00574,83.02879,-62.35425,-77.50599,56.72456,55.56616,25.12816,26.25449,63.09968,-59.89693,-54.13452
SIDM00573,95.46227,-37.54115,-60.5038,64.76384,62.66254,38.28069,6.42297,53.48792,-55.76505,-48.69212
