,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIDM00564,12.03783,-0.49901,-6.90414,1.9384,5.82753,-4.03945,3.82703,0.35054,-2.11056,5.33137
SIDM00565,18.83416,-13.27279,-1.60804,-5.16946,1.19891,-4.15325,1.67427,-5.3001,-1.93073,-3.72738
SIDM00566,0.03404,-1.44497,1.59124,-0.37351,1.06272,1.19012,0.12545,0.06118,0.81488,0.10031
SIDM00567,-5.38995,-10.59978,8.90684,7.72173,-4.4486,2.9754,-4.61272,6.24101,-1.57866,-0.06362
SIDM00571,44.22837,-12.59013,-8.58356,0.70483,-2.9086,-0.25431,5.98795,-0.51531,4.17381,-0.63959
SIDM00572,-3.40481,-2.90168,9.71543,-7.39603,7.03421,-5.15645,-5.54018,-1.04031,-6.06887,-0.77272
SIDM00573,4.0966,8.20095,-2.81928,2.56401,-0.73118,-3.6429,-3.6022,0.22471,-0.91146,-0.63101
SIDM00574,3.55479,6.95475,-1.09631,0.64335,-0.78086,-2.0511,-4.94369,1.4135,-2.62135,-0.93898
SIDM00575,0.59198,-4.87869,0.82545,-0.65735,-0.62794,-2.45885,-0.77994,0.52967,-0.36961,-0.56429
SIDM00577,-10.5164,-3.42745,2.36708,7.32276,-7.18318,-8.05088,8.2244,-11.71891,-0.66467,-2.50253
SIDM00578,-3.60564,2.06205,-3.52982,-4.07286,-2.42616,-2.00461,2.90091,-1.96936,0.96056,1.58008
SIDM00580,-23.60929,-2.24581,-2.33733,10.40179,-3.67859,11.39031,0.82828,7.31177,-3.07741,-1.65338
SIDM00581,10.74942,-12.25919,-3.07669,-1.52373,-5.49077,-8.25145,2.45514,-9.07357,-2.8822,6.85501
SIDM00582,23.38539,-5.51651,0.70975,7.8573,-0.70746,4.18869,3.48164,-4.80332,2.09013,1.08144
SIDM00583,9.17302,-8.84983,-5.13163,-0.7275,-1.70645,-5.84863,-0.78604,-1.09775,1.18901,-1.40102
SIDM00585,18.75702,-5.10597,-0.12663,-1.65898,-7.91043,4.42363,10.62398,-7.43048,3.60014,6.63109
SIDM00586,13.99934,16.59438,7.17082,-9.76001,-7.32401,-3.96535,4.75515,-5.48827,4.38677,-0.3792
SIDM00587,1.08231,-7.5357,3.59348,4.03376,5.06929,1.51935,-2.33519,3.93926,-0.72156,1.7555
SIDM00588,11.11851,-3.62311,3.69709,-10.58165,5.03351,7.46276,7.25372,-5.02201,-13.64622,6.07709
SIDM00589,-15.58605,-4.86878,8.96355,-9.31588,7.70454,1.46604,-3.87357,3.50176,-1.50951,-4.14215
SIDM00590,-18.79287,2.85602,2.19007,-10.27955,6.8684,4.20404,-6.01677,0.01998,2.55065,-4.768
SIDM00591,-12.82008,4.70812,1.95778,-7.42233,10.00975,0.25186,-0.75268,0.55148,0.10588,5.99986
SIDM00594,-7.58052,-8.27859,-4.24012,2.9549,-0.85338,-4.15593,-0.87207,-0.72504,-1.04374,-1.47002
SIDM00596,26.47704,-3.9952,-6.22159,-7.20582,-6.30814,5.0833,2.00126,-7.01365,-3.49712,7.2102
SIDM00598,-20.04971,2.78741,-1.00358,-0.36503,5.73135,-2.21176,2.98675,1.72063,-0.27023,-3.41462
SIDM00602,-2.50715,-1.89762,-8.9873,5.07716,0.76519,2.22661,-5.03132,-2.39342,5.52952,2.50941
SIDM00604,-1.37922,-5.03977,9.93756,-10.7024,-1.83137,6.06959,-2.34666,-3.7773,5.42096,0.90097
SIDM00606,15.3061,-5.272,-0.06902,3.40233,-2.88218,4.2221,-4.87363,4.27603,-2.96157,3.77099
SIDM00607,3.96363,9.07226,-1.9332,0.31087,-2.11681,-2.97959,-3.47171,-0.00346,-1.10112,-2.3045
SIDM00608,-2.25256,-2.10828,-4.07402,2.66787,-0.54027,-1.14324,2.86327,0.47801,-0.00587,-1.34338
SIDM00609,8.09833,8.95351,3.35687,-8.20259,-4.47468,-4.56661,-1.20091,-0.87286,-1.74903,0.85542
SIDM00611,19.60349,4.43712,2.4225,-4.64482,-1.3467,-3.79543,0.37359,6.65345,1.03474,1.98764
SIDM00612,34.31881,-0.72853,-2.81004,5.19432,-5.1016,-7.38527,5.51162,6.76428,4.4684,2.71181
SIDM00613,10.71161,-4.91963,0.26991,1.18549,1.95905,-2.651,-4.94955,10.31976,2.71093,-1.94912
SIDM00614,15.87145,-7.46968,-0.19103,-0.72678,-8.02466,1.94403,3.1207,-8.41921,7.93666,-1.67562
SIDM00616,3.75982,0.51674,1.81985,-0.82098,-2.20464,-2.10945,2.28439,-7.83424,3.95029,2.77251
SIDM00618,4.90858,-5.96158,-7.78375,4.56833,5.13942,12.82935,1.05431,-2.24769,-4.76943,3.29851
SIDM00628,-13.77212,0.02672,-5.82817,-3.17262,1.51237,3.36669,1.78046,-2.30756,-4.74679,-2.29895
SIDM00629,41.50588,-4.41514,-2.87301,-7.32013,-11.63169,3.32497,-2.29018,3.44943,-7.36539,3.37873
SIDM00630,17.76525,17.26374,-7.70981,-8.74156,-0.87653,6.07844,-8.98352,7.27896,4.63885,8.61591
SIDM00632,-31.71746,13.29158,10.23617,9.17403,-6.00894,-6.71264,-4.69607,-0.76561,-6.35026,-3.03923
SIDM00645,18.22363,0.42972,5.36844,-5.70546,-3.83102,2.12031,-5.08174,-4.12844,7.98026,-0.92739
SIDM00649,2.05882,-1.57505,6.25512,-1.20551,-2.48261,-0.40423,-6.48061,1.79007,6.77546,-3.5927
SIDM00651,-10.8222,5.6781,-2.74009,-3.31423,-8.04849,-4.20543,5.16745,-1.80452,-8.43782,4.87447
SIDM00654,-10.33402,-7.23383,-7.86304,-7.09316,-7.45675,0.17742,6.57082,-3.68312,-8.67876,0.57024
SIDM00657,-62.9302,-7.48548,-4.93842,3.67074,-6.47671,12.2596,16.19272,-6.92034,6.57864,5.7316
SIDM00660,-3.81477,-3.38409,2.19423,17.47645,-2.2852,-0.32733,-5.43809,-0.24553,1.28474,5.20591
SIDM00664,26.62508,13.88738,3.67686,4.60745,-2.89938,3.68136,-3.36752,4.51441,6.1129,6.84929
SIDM00665,5.44636,0.82061,-4.67431,6.71593,-1.25963,-3.62272,-3.10762,8.00418,-4.36226,6.05115
SIDM00666,0.68666,0.19361,-0.22823,-1.99922,-1.20187,-0.91655,-3.5886,-1.80631,4.0952,-0.176
SIDM00669,14.64252,-0.84113,3.10986,6.58024,-0.95786,3.9993,5.54743,0.85198,-0.68713,4.50925
SIDM00673,0.68956,3.34729,-14.4416,-1.05243,-0.82574,14.40156,-4.78796,9.87168,0.0754,-0.05765
SIDM00675,15.74734,-5.88507,-10.8612,-6.87962,-2.48206,-3.29238,-2.98548,2.85494,-2.76785,-7.41339
SIDM00677,-7.2216,7.16065,9.39399,12.41697,2.94744,-5.72053,3.92938,-1.12514,-1.8137,-0.70947
SIDM00678,48.67123,-2.33086,-2.37511,-6.17266,-4.86015,9.00646,-0.82562,-5.50464,1.9427,-2.57848
SIDM00680,6.42668,-2.90912,9.21734,3.06709,1.83659,-2.93312,-7.09909,-4.0614,-0.9982,0.50957
SIDM00681,18.79908,0.14675,-2.15848,13.37782,-1.84389,-3.15557,-1.37225,-6.20768,-0.67856,-4.80668
SIDM00683,-16.11197,4.98016,-10.59361,-3.10862,5.01928,-9.76452,-5.0059,8.16089,-2.43715,15.34214
SIDM00684,27.77816,-7.8229,2.85955,-2.26421,-4.39604,4.68244,1.87201,0.09005,-5.32068,-1.02311
SIDM00685,-0.48653,-1.31323,1.8321,-7.80077,-3.33355,-1.75823,-2.13605,-5.85119,1.34377,4.26322
SIDM00686,24.76363,3.80103,-11.27102,1.80859,8.02761,-6.20017,-0.93519,-1.51093,-0.9232,2.18764
SIDM00687,8.42289,-0.08389,-3.27707,4.67141,-4.65565,1.53394,11.92594,-5.00476,10.43084,-1.08906
SIDM00690,-2.90494,-8.53948,3.95178,-4.88508,3.9433,4.19915,0.88782,-0.93776,-0.01551,-1.35707
SIDM00695,-11.17882,5.10284,15.65376,4.95324,-5.55316,16.62145,-11.95211,-3.65062,8.70926,0.87689
SIDM00702,-23.97896,4.94582,11.74189,0.93571,0.29551,3.11592,-5.13636,-6.65748,7.49149,-3.98898
SIDM00708,17.80456,-12.49651,1.00764,10.05031,-6.01587,-0.5566,-6.07407,-0.33614,-2.78345,-3.52985
SIDM00713,15.52842,4.43786,3.77304,-7.45244,-3.50889,-7.2908,0.55443,-2.3002,1.31112,-1.21472
SIDM00715,-2.55466,-6.93253,-0.72063,-0.36177,2.0349,0.4285,0.0179,-0.0559,2.23474,-0.12552
SIDM00716,-12.94637,7.18334,0.88891,-13.34924,9.70461,-6.25988,-2.2991,-12.72275,-2.50864,-1.40532
SIDM00718,1.66316,-7.39037,0.09483,10.44704,10.41241,-2.9538,-0.48588,0.04259,4.0638,-5.51038
SIDM00720,20.95016,1.18623,8.26494,-7.03068,2.38294,-4.39012,5.48934,0.75063,5.30388,-2.86738
SIDM00722,9.02057,16.42865,8.62155,-10.82199,-3.13894,-2.73351,3.26575,8.7978,3.50816,-0.52027
SIDM00728,13.16491,31.53442,9.04082,-1.53664,-3.31722,-0.15145,0.79588,2.47121,-4.24674,0.61129
SIDM00734,-0.9539,-3.38235,-2.59964,3.59252,1.09727,1.56432,-2.89384,-1.6283,3.39125,1.01137
SIDM00738,-6.35641,5.57611,-0.05045,5.26328,2.49813,-7.65794,7.08865,5.72361,8.99822,1.11352
SIDM00740,-18.65886,4.5636,-4.17316,-9.77059,-0.49965,5.41275,2.94601,4.90969,4.51958,0.27581
SIDM00742,25.98731,3.69337,1.63813,-2.57766,5.32927,-3.06213,3.07265,2.78101,-6.73519,2.58378
SIDM00743,21.27023,4.40017,9.70764,5.58763,14.19635,1.13004,6.98169,5.88801,-5.18874,-2.36917
SIDM00745,33.45574,-10.82598,-7.32348,-5.57646,8.00714,-2.73004,6.96733,-4.35964,-1.14901,1.99512
SIDM00746,-10.28043,5.25947,-3.80905,4.14002,15.42713,3.0927,-0.23883,-4.66322,1.67874,3.11199
SIDM00748,-12.88151,10.01419,-6.2616,1.49017,-8.38886,9.53686,6.24742,2.58908,-0.99272,-4.27231
SIDM00750,26.00615,-6.30623,4.7076,-8.61038,13.88268,7.38799,-3.36904,1.0715,-0.56185,-9.62403
SIDM00753,2.3183,5.44994,8.14991,-7.52741,0.05819,-5.92196,-3.22442,3.49787,-1.0693,2.2388
SIDM00755,37.3996,4.06973,-2.61861,-6.3247,-2.02709,-2.65133,1.22973,1.45998,-0.69394,6.87635
SIDM00758,4.47573,19.14085,-1.84533,9.11879,-1.90417,-6.13615,-7.70912,7.14716,-3.62594,3.18661
SIDM00759,-7.80675,-1.16729,2.45074,0.67203,17.40156,-2.00821,0.64532,-1.92427,3.82075,3.78126
SIDM00762,-4.92922,-7.82732,0.48078,2.75303,4.91227,-3.23883,-0.0986,-3.5624,-0.42744,3.02981
SIDM00763,7.05821,-2.82322,6.39995,7.65325,-4.48587,-3.61524,0.29188,5.28427,-0.5244,-2.86594
SIDM00768,18.93019,1.71954,-4.49361,1.55405,7.17945,7.45375,2.35598,4.67405,-3.01301,0.4183
SIDM00771,-13.73073,2.25353,8.45171,0.95212,-0.53442,-2.92763,0.56571,1.84098,3.00093,-1.90934
SIDM00775,6.01909,12.96741,4.45814,-4.79382,-0.04176,2.40441,-2.50481,-1.35217,0.05954,-1.13993
SIDM00776,14.63666,2.2024,-2.80942,6.89009,2.70249,-2.15185,-3.28175,-1.43352,0.69925,2.13638
SIDM00778,7.17795,-6.00014,3.14502,16.21135,10.98699,-2.02319,0.49011,-0.43888,1.77353,7.56739
SIDM00779,-4.87123,13.01287,1.95704,7.98171,-2.96912,-3.88515,25.3487,-2.15935,9.40888,-0.39311
SIDM00782,13.73688,4.8002,-6.19634,7.06019,-0.95199,-2.39977,-3.22503,-11.955,-0.21773,-2.13806
SIDM00783,-16.01951,-10.12252,8.20938,8.41571,-0.9582,-1.24581,2.38406,3.63987,-0.90668,-0.17346
SIDM00789,-6.72374,5.24628,2.34952,1.84975,2.0257,-10.00716,-5.86567,-4.46494,6.21162,4.4572
SIDM00795,-16.7555,-13.20018,20.78331,7.19142,-8.13764,4.43451,-0.25,0.9684,-0.11957,2.89719
SIDM00796,3.32883,-2.17119,-2.1793,-5.49868,0.47272,2.79512,-5.34397,-2.84776,-3.59611,-3.52042
SIDM00797,-10.87995,-4.43339,2.89886,-4.65629,-3.37926,4.64204,-8.03082,2.08829,-3.19386,0.56815
SIDM00799,-11.0737,-0.06761,4.60275,-3.22927,-3.78966,-4.75929,1.22389,-2.22153,2.28602,0.60821
SIDM00803,-8.72518,-8.64437,2.92425,2.17204,7.25837,-7.93646,-1.48882,-3.34675,0.58033,-0.2817
SIDM00807,-10.23694,-7.74264,1.09042,-1.3064,4.39702,-4.23227,3.51785,-5.02016,-1.88995,-4.92822
SIDM00810,-3.40136,-4.4939,2.95628,-3.01384,-4.89136,3.9793,-0.59056,-4.54357,6.29161,-1.39795
SIDM00815,4.10624,7.21587,0.2865,-1.76947,0.242,-1.37682,-6.1094,-1.81251,-1.77229,-2.5466
SIDM00819,1.70469,3.07792,0.4061,-0.52671,0.03949,-0.52698,-0.00868,-1.06539,3.59927,3.33053
SIDM00826,-13.65344,0.08648,7.77734,18.88808,-7.54281,2.45206,-1.4001,-9.82791,6.67459,3.44958
SIDM00828,6.7887,-13.73928,7.73865,-7.45477,-10.64766,8.75408,0.15278,-3.71519,-5.95979,4.99681
SIDM00831,-18.03195,8.97499,6.29667,-6.01516,5.26766,-1.9178,-1.50675,-3.20161,5.33547,-0.66742
SIDM00833,20.27907,-1.48957,-1.44982,10.8018,-3.29946,1.92501,0.06433,-6.98872,-4.28101,0.90357
SIDM00834,18.9919,16.12615,7.43001,10.80689,3.57323,2.08439,-1.93135,-9.1706,-4.14567,0.90641
SIDM00837,-15.92975,-0.10038,7.92935,-1.42319,3.75517,-3.20964,7.83811,-8.02079,0.25466,-1.81349
SIDM00839,-11.586,5.1795,12.77242,1.55274,4.8539,1.41782,-7.32824,-3.96736,6.83688,5.1003
SIDM00841,3.6364,-14.85213,7.38335,11.42768,-8.14504,-1.42981,-1.72946,0.8582,-1.87741,-4.72237
SIDM00842,-16.49074,9.76428,-11.60292,-1.3882,-3.67153,4.44315,1.39599,-10.25187,-0.89063,0.6153
SIDM00847,4.23197,-4.30256,-0.10864,4.66117,-1.26516,-1.82889,0.09362,2.91993,2.51517,-2.63653
SIDM00850,-19.98096,-2.30707,12.48896,4.55122,3.2635,3.72596,-5.8125,1.93097,1.82796,3.83099
SIDM00852,-21.62345,-4.24474,9.06659,-8.67517,-3.59572,-7.82552,0.44026,0.02189,3.72219,3.43233
SIDM00853,5.35927,-1.06478,9.15471,-9.95297,-3.30887,0.76055,-0.97252,7.85414,1.62289,-5.79029
SIDM00858,15.55105,7.76041,-3.09316,-4.04805,-2.75125,-6.90078,13.32648,0.93278,14.60212,-0.49403
SIDM00860,-8.56784,2.6734,5.07222,-6.88151,6.83226,7.46241,0.2269,-1.26407,-6.76882,-5.50622
SIDM00861,-2.3811,-2.72183,8.13508,6.45132,-5.09345,-1.93325,1.06877,5.26833,-8.25566,2.2602
SIDM00866,13.94224,3.98154,-1.56742,1.8795,5.52676,3.5624,4.23898,-1.06972,-1.98263,-1.20345
SIDM00867,33.48463,-13.00418,3.96013,4.57638,-5.93728,0.55845,5.67347,-2.85795,-0.56092,3.97305
SIDM00870,4.61211,9.06372,-9.8707,6.6733,2.74294,-4.26704,-5.07608,-1.2466,-0.80214,-1.72429
SIDM00872,3.69027,8.75893,-14.7962,-2.50496,6.95729,14.89774,-4.07887,1.60055,-2.36996,0.5638
SIDM00874,26.22652,-1.19351,-8.74935,-1.7738,4.09049,-0.61205,0.76575,0.50309,-1.41877,3.1333
SIDM00875,-14.13467,-3.20464,7.09747,-3.99869,6.17908,-3.62904,-4.41538,-0.00541,-7.1826,-4.65139
SIDM00881,20.76912,12.57956,-17.58314,0.1736,-9.84614,11.79088,-1.79637,-1.56501,-2.46739,-2.85255
SIDM00882,45.34765,7.79864,-19.95952,0.14051,6.21073,5.80133,-1.4371,-2.95006,-4.22848,10.00529
SIDM00884,1.13208,13.43975,-1.30995,-8.11264,-3.20119,1.34714,-0.98348,2.86603,6.20354,-2.80721
SIDM00885,-7.38132,6.13846,-15.27124,-1.22436,-6.02351,13.20861,8.46132,1.24908,0.34276,-10.90482
SIDM00886,-28.7927,3.61242,-11.58353,-1.44068,-5.388,7.22837,-1.90382,1.23258,-7.87064,0.181
SIDM00887,-14.33287,-12.41721,-1.15686,-6.77036,-2.9266,-4.18908,-5.25724,0.75116,-4.8885,-0.78084
SIDM00889,-16.07309,-6.51071,0.84131,-4.75238,4.09464,1.59013,-3.50987,-0.00975,-9.30453,3.3965
SIDM00890,16.52063,4.19963,22.20829,11.15991,-12.64121,7.24183,1.21727,6.97468,-3.98063,4.07434
SIDM00898,-10.20754,4.78765,-9.57142,-10.80517,13.67922,11.11031,-5.07367,-2.36388,-5.01018,-1.79744
SIDM00899,58.57022,-6.45504,3.72611,8.9916,-1.0834,3.66442,10.35223,4.06976,-1.7574,0.54094
SIDM00900,-29.00767,2.91571,-5.43303,2.14736,2.12076,-14.0865,-6.02389,2.14546,-5.32023,3.14891
SIDM00903,-16.30266,0.23821,13.96477,1.25086,3.42821,-0.93691,2.59158,2.95416,2.90053,5.48274
SIDM00910,-25.05759,-3.53475,15.45968,11.75495,-2.60374,8.39329,5.21799,-4.88086,6.57646,-0.96339
SIDM00918,3.51362,12.98101,-2.1369,7.12357,-1.62042,3.04011,-1.75267,3.33679,-9.22158,-6.45616
SIDM00919,-0.82057,1.27808,-0.81236,1.21501,-0.11436,-1.24082,3.19071,1.9287,-2.73455,-0.89778
SIDM00920,13.88664,6.21255,-18.4681,-2.76613,-5.97497,10.25178,-10.45161,4.95095,2.00217,8.56341
SIDM00921,0.91615,-0.07708,7.19288,10.60161,-7.47784,-1.15627,-4.06431,-0.82664,-3.63675,-4.24352
SIDM00923,-9.76347,-10.12259,-3.33946,-1.82584,9.76329,-4.09739,3.25573,5.35003,-0.68528,-1.86207
SIDM00924,2.80085,5.94251,-0.94972,-0.33567,-0.51642,0.26919,-3.53836,-1.38274,0.81323,-1.34559
SIDM00926,8.82593,20.22419,-2.00833,1.80242,-2.64214,-5.19458,-5.61593,-2.92195,0.34942,-2.01194
SIDM00929,6.60158,16.69192,-0.91659,-9.18522,-8.48678,-0.57296,3.6074,3.37711,3.49429,-11.92847
SIDM00930,-0.72015,14.8103,8.50987,-11.19858,-7.17724,0.34066,-1.82426,3.69663,1.49524,-3.34845
SIDM00933,-15.36102,-2.70174,7.88761,-12.44329,-4.2502,-1.12668,-4.19333,-3.75034,0.54834,5.72481
SIDM00934,21.0111,-4.10518,1.06586,6.17476,-1.53325,1.80911,-3.72707,-6.11275,-5.83085,-4.25909
SIDM00936,-7.4012,-0.17761,7.50787,-7.73607,8.66812,0.71108,1.38398,4.95653,-4.2734,4.64353
SIDM00937,-15.23823,-4.30946,4.71795,-4.47115,9.24048,7.07424,5.26959,-6.91997,-8.51824,-5.62266
SIDM00941,0.97918,1.88429,1.42668,-0.74763,0.21137,-1.34813,2.35637,-1.314,0.92914,2.65032
SIDM00942,-11.72515,-6.28603,3.55943,-7.54692,6.78488,0.72562,7.01178,-7.90051,-4.14571,2.27816
SIDM00944,8.70077,19.43692,15.82293,11.76992,-10.078,-2.03673,7.24318,-4.29565,-3.6627,1.67954
SIDM00947,8.67044,8.43512,0.98237,5.73383,-0.35302,-5.74593,8.19517,5.59739,4.69748,2.69068
SIDM00949,-43.74735,4.82638,-5.40321,-0.95673,-3.43925,-1.39811,-5.27561,1.03197,0.14588,-8.72383
SIDM00950,-6.37467,9.68634,4.75095,0.90075,4.95936,-3.59561,4.25402,6.03459,-3.90331,3.60064
SIDM00954,-8.23702,12.9665,-10.93095,0.2196,-1.05541,-0.45775,1.92191,-5.14287,-0.86427,-2.74503
SIDM00956,37.46414,0.59503,-2.65964,-1.45731,0.76078,-2.0434,-8.41215,-1.56066,7.06925,-9.37435
SIDM00957,67.47964,-2.59814,5.09529,10.90273,2.10646,4.13624,7.39816,-3.95887,-3.15343,-9.54937
SIDM00965,-21.37573,10.05921,-10.66595,0.83278,-3.62569,-8.16815,6.61087,3.73379,-0.30119,-3.05542
SIDM00967,16.12581,5.48253,7.5588,2.19167,20.05521,3.22986,1.93318,-9.78637,1.88777,0.94131
SIDM00968,-2.56112,-11.07427,11.68978,5.10244,-3.07323,-0.74369,4.44405,4.77983,-3.99978,4.85901
SIDM00969,-11.92419,6.75828,12.05411,-11.84276,-1.81574,-3.06394,-0.38603,-1.2785,4.46222,1.58323
SIDM00973,-12.07135,-5.50321,9.19277,-0.43986,-0.54654,-5.01488,-7.34165,2.10852,0.07454,2.42902
SIDM00980,-10.10837,-0.25727,-1.63584,-3.67773,4.11592,0.11636,-4.24468,2.38796,-1.62634,2.54906
SIDM00982,-11.58478,3.34398,3.27931,-8.11288,-0.32505,-7.37763,4.22192,5.45954,2.10995,4.0256
SIDM00983,-3.03528,-4.64823,1.60922,-8.6864,-1.04535,-1.39268,-6.15702,1.19471,-8.09229,-1.03912
SIDM00986,-2.20373,-7.42307,-2.18632,2.18201,2.98407,0.20541,-2.48491,-1.95217,0.86842,-0.15954
SIDM00988,-7.46684,2.59931,5.23496,-10.47975,-1.03623,-4.39572,-3.98922,-0.8412,0.01125,6.20362
SIDM00989,-26.52484,-3.51375,9.09985,3.96001,-1.29211,1.10327,-2.97271,-1.65846,3.37531,-1.57873
SIDM00993,-36.1558,7.80977,-7.21132,5.15368,-1.46682,7.02662,-1.36182,3.81388,2.8057,-1.84581
SIDM00995,-3.98934,-11.12,-3.27502,2.65461,2.61445,-0.19112,-1.95096,-2.73205,2.0407,0.11362
SIDM00997,16.28808,2.42445,8.30841,-1.02911,-2.87184,2.2056,-7.80122,-0.28947,13.74276,0.21304
SIDM00998,-20.99189,-7.20146,-1.50577,-7.2106,-0.39216,1.46796,-4.42111,3.30258,-1.74018,1.37068
SIDM00999,-5.82259,-6.01633,5.41711,-9.26971,-3.32846,-1.14641,-2.67045,-3.87245,-1.08709,0.20002
SIDM01001,-33.70638,-1.01289,12.88443,21.63574,-4.73604,6.54022,-1.88929,-6.71792,-2.75129,5.33331
SIDM01005,-13.99205,-8.57203,-6.35319,6.82447,4.51315,3.46907,6.46701,6.8567,9.69314,-0.96027
SIDM01008,-17.67487,7.64743,-16.62175,0.85778,2.08593,3.50253,-6.20437,7.77137,3.4413,2.73128
SIDM01009,-27.0264,2.69897,0.93927,-4.00017,-8.1964,0.69822,5.4296,-2.8437,-6.23338,-4.3214
SIDM01010,-24.44953,4.85371,-4.45905,-1.30198,-1.24599,2.62764,-0.19642,7.7907,-6.59989,-3.93814
SIDM01024,25.58814,-2.35866,-6.95092,-3.08303,-4.67527,0.69085,-1.7498,-3.50529,4.18754,1.38936
SIDM01025,18.99458,2.57973,0.44786,2.27936,14.67216,-4.70194,3.48582,-2.86335,4.42416,2.59525
SIDM01026,-4.3713,-8.02173,3.54361,-5.60519,-0.28878,1.7793,-4.29917,-2.89235,2.78585,-1.25995
SIDM01027,-3.69648,-10.0811,-5.99952,0.36632,15.91961,0.44599,-0.61904,-1.82591,0.49616,-3.43711
SIDM01028,14.57365,-8.0735,2.52428,-1.94017,12.49437,3.15741,1.64177,-2.55993,3.52071,-0.08292
SIDM01029,-9.73326,-7.64778,-1.03387,-6.36396,7.79597,6.29304,-5.13269,-0.60984,-1.02026,-5.94741
SIDM01030,-12.42007,-2.08304,-3.37597,-5.05385,7.38118,3.4645,-2.60335,-2.7866,-0.0747,-2.9545
SIDM01031,-6.5383,2.84352,1.07315,-0.04668,4.89293,-2.60759,-8.72988,-6.31607,3.33018,-0.00061
SIDM01032,-9.83039,2.50276,0.1639,-4.27483,11.4916,1.88583,-6.56557,-1.41758,3.54795,-2.33395
SIDM01033,-14.52499,7.88976,20.31764,6.60098,-5.69147,2.92028,1.73529,8.09586,-6.5898,0.39718
SIDM01036,-23.30087,3.57189,-11.87375,2.13828,-2.69417,9.44806,1.12072,-2.2943,-2.28347,-0.88068
SIDM01037,4.58754,-2.37645,-0.60928,-8.03151,2.25987,0.57718,-0.01244,-1.4554,3.06468,4.34126
SIDM01041,-9.71286,-1.20544,1.33191,-3.81118,1.90368,0.67758,-1.14469,8.6912,3.28589,-6.91713
SIDM01042,-17.87343,9.13027,-14.64778,-6.92329,2.26567,10.64061,0.18223,13.95444,1.96954,4.69599
SIDM01043,-20.28812,-3.1666,3.76607,-9.60844,0.42168,-4.0992,-5.73299,6.84874,0.494,-7.24975
SIDM01044,-16.18742,-2.41063,-2.84284,3.19288,10.89614,3.82241,0.62207,8.77984,2.07867,-3.88338
SIDM01048,-10.39558,4.0467,-11.8032,1.5814,-1.31182,-0.82802,-0.93765,1.2194,-4.56798,-1.48335
SIDM01050,31.7555,-5.11504,-2.07998,0.03294,-3.98253,4.16442,4.72044,-2.5385,-2.98598,7.8241
SIDM01051,-0.31262,-3.21568,0.45923,0.25697,3.55817,1.57535,1.49303,0.3647,3.94902,2.76448
SIDM01052,34.42259,-5.31003,-4.94103,1.64602,1.74008,-3.27073,-2.4604,6.69652,2.34243,-7.53931
SIDM01055,-5.85011,-7.76274,-3.0244,-2.6601,0.13773,-8.44877,1.0205,4.26988,5.87076,1.25277
SIDM01056,12.0792,1.83333,-15.59269,-6.15475,-1.23872,2.59974,-2.67263,3.717,8.37688,3.29828
SIDM01059,-1.2152,-3.15162,2.99591,2.95398,-1.09045,1.59106,2.23837,2.54227,-1.96599,2.29259
SIDM01060,-0.22503,-6.7191,-0.3926,4.92614,-4.6774,1.25514,-5.17301,-3.28317,-0.61374,1.90911
SIDM01067,6.32226,8.0791,1.98168,-3.15082,24.52007,-2.07865,3.25279,-5.5123,-6.5832,-3.03913
SIDM01068,0.52166,-1.50959,-1.48094,-1.7087,3.37479,-7.40375,3.04744,4.28816,-4.52217,1.69916
SIDM01072,6.61106,4.71906,1.879,0.52382,-9.29875,2.2243,3.42807,-8.10005,0.62173,0.10338
SIDM01076,-56.35268,-8.38415,-7.98198,0.37629,-2.54495,0.6454,7.17899,-0.01767,0.43801,2.97187
SIDM01077,-0.05937,4.06305,-19.12586,1.60511,-6.1356,3.712,-2.76182,3.93979,3.40803,-7.10612
SIDM01080,12.11374,-2.11124,-5.72966,9.25053,13.2083,2.2385,4.6748,5.63263,-0.17265,-5.81806
SIDM01081,7.7925,2.86845,2.7406,-2.14799,0.334,1.13008,-2.21268,-1.94532,3.18612,-4.55236
SIDM01082,-0.12539,-1.82886,-4.70241,5.3018,4.09939,1.00416,-1.00994,1.34564,0.40791,-0.72167
SIDM01084,11.73411,14.36159,4.04688,-14.33974,-6.82431,-1.8357,-3.76157,-1.63722,8.86818,-9.89532
SIDM01087,-19.92813,-4.15703,1.94517,-0.93704,-0.08787,-3.62718,-3.65448,6.24353,0.44791,2.55915
SIDM01088,-6.88818,3.66721,-0.76434,0.02563,-3.24607,10.9919,-1.49042,-2.48937,-2.75791,-0.45486
SIDM01090,-13.22835,-8.90377,2.41186,5.62853,-2.95924,2.40632,-8.7224,2.49262,1.54228,2.38231
SIDM01093,29.40614,12.53211,-0.40743,-7.87076,-7.68491,2.62392,0.60914,3.44278,-4.19353,4.38637
SIDM01097,-28.73039,0.46001,-10.22798,-5.75135,-7.8855,0.65752,-1.90756,-0.42049,-0.60678,-3.78199
SIDM01098,-8.03465,-5.06477,2.19307,-3.17314,-5.61479,-5.01503,2.6899,-9.46237,2.47001,0.50656
SIDM01099,9.83262,12.32234,0.53057,8.41581,-5.78301,0.53539,7.06096,0.64115,2.08174,-2.30884
