,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIDM00241,-3.5234,-2.11248,1.18058,8.33119,1.75266,-0.02662,-6.11754,3.88593,0.06379,-0.98309
SIDM00478,-3.42659,2.96516,0.63798,-1.9342,-0.88718,-1.17796,-0.47207,-0.94026,-1.24883,0.74836
SIDM00477,-5.08561,6.78524,0.68156,-0.62052,0.76746,-2.49938,0.46181,-2.46532,-0.22829,2.47429
SIDM00457,-0.4541,-3.87702,4.11287,0.51244,2.78932,-0.49028,2.08065,-2.47366,-1.93079,0.7832
SIDM00566,-8.2546,7.22522,-3.79627,-2.88212,0.96812,0.3047,-0.15193,0.78636,0.82595,0.57178
SIDM00565,-4.48554,-2.88033,-3.77983,-3.5421,0.29552,-0.98841,0.01883,0.64267,0.85701,0.7738
SIDM01141,-2.36915,-5.47239,-0.34405,-2.11775,-1.24194,-1.06002,0.82022,-0.2378,2.13637,0.10285
SIDM00967,-3.00301,-5.07897,-3.63044,-0.60941,2.59932,-1.87439,-1.46903,1.14315,-1.83391,0.73078
SIDM00105,-5.07506,1.24853,-0.58278,-1.72169,1.55666,-1.10042,-2.74311,2.35779,0.76096,-1.45167
SIDM00091,-1.26623,-2.04681,1.92012,-2.56154,-2.37862,-1.31245,2.09456,-2.91627,1.57548,1.7131
SIDM00090,-0.5262,-4.12318,2.31468,-3.73545,-3.03846,-1.87079,-1.18093,0.83178,0.11471,-0.39713
SIDM00564,-0.88404,-3.66907,1.37923,-1.80421,-0.17534,-0.55456,-1.61472,-1.75185,1.08677,0.12692
SIDM00238,1.05936,-6.47969,9.04696,1.13091,1.13925,1.88236,-0.3257,3.98627,-1.65142,-1.23789
SIDM00465,-1.22046,-10.55013,0.56884,-6.02181,11.70489,1.90096,-7.59664,-6.49979,6.40347,5.78043
SIDM00455,-4.99564,-2.59821,-1.05877,6.2764,-0.60044,1.99986,3.01417,1.44586,-1.99782,2.21567
SIDM00453,-0.17575,-1.60415,3.39138,1.76255,-4.99255,-1.87374,-0.70831,-0.46885,-1.60005,1.48892
SIDM01139,-5.34249,-1.56956,-3.42073,5.4152,-1.80847,0.84556,0.7587,0.01304,2.5042,1.69887
SIDM01138,-3.44364,-1.59793,-1.10334,4.18631,-3.67406,-1.32523,1.69364,-1.15029,0.6869,2.25261
SIDM01137,-3.85929,-3.27621,-3.56502,3.05743,-0.74274,-0.74479,0.92214,-1.91035,1.2991,1.90285
SIDM01136,-5.90162,-2.53379,-5.65298,5.2597,-0.4049,1.25884,2.17076,-0.27137,1.6739,0.55101
SIDM01135,-5.17404,-1.79413,-4.53424,4.53443,-0.72217,0.86523,0.23843,-0.19024,0.90697,0.64449
SIDM00237,-2.11273,-5.01942,-0.85792,-1.24981,-1.11188,-2.35547,1.49859,-0.16643,-0.03148,2.35438
SIDM00270,-3.16535,-0.23969,1.06412,-1.00016,-1.85827,-0.58241,0.30075,0.02745,0.16497,0.93259
SIDM00044,-2.99274,-1.07865,0.01455,-3.84286,-2.17913,-2.20539,0.99835,0.0412,0.21513,-0.23599
SIDM00155,-0.47508,-2.30441,4.48098,-2.0155,-1.39764,-1.79576,-1.33292,0.1696,-0.35604,2.02137
SIDM00043,-2.51129,-0.12528,3.71434,-0.82293,-1.99278,-0.4174,1.24031,1.41121,-0.18303,0.8703
SIDM00115,-1.83651,5.24572,6.67535,-0.55689,-2.34198,-0.01615,2.13879,-0.7146,-0.05851,1.59213
SIDM00473,-1.55001,-1.63237,2.62066,-1.7343,-2.32399,-1.79644,-0.76883,-0.28274,-0.57017,1.95155
SIDM00472,-3.0143,-0.91016,-1.09212,-1.40507,0.36816,-1.87124,-0.77717,-1.17738,-0.62844,0.44459
SIDM00042,-3.72599,0.14864,-0.96363,5.47964,-0.77746,0.20664,-2.88682,-0.40503,0.2295,1.73286
SIDM00469,-1.71958,-1.29588,2.0828,3.12501,-4.26071,-2.45025,0.92137,-1.43827,0.04551,0.82253
SIDM00819,-4.81949,-2.33158,-4.56078,-4.11401,0.29926,-0.41877,-0.15365,-0.33699,0.39868,-0.15313
SIDM00359,-4.93507,0.80287,-2.38723,6.63387,-0.6985,-2.09085,-1.34347,-2.72855,0.84573,0.36265
SIDM00358,-5.85078,-3.34838,-7.28714,-3.18761,4.72407,-0.59584,-3.54363,0.79051,0.2936,-0.71191
SIDM00354,-2.1686,-4.64497,-1.3085,-1.66585,-0.04235,-1.63771,-0.39501,0.04229,-0.93242,1.11315
SIDM00353,-4.47558,-4.99464,-7.37366,-3.87215,1.77713,-0.02876,0.6789,-1.39363,-1.63628,1.23117
SIDM01090,-0.64336,-0.37053,3.74637,3.32387,-1.79963,-1.88791,-0.13475,-0.82634,-2.42566,0.91489
SIDM01088,-1.83228,-2.37738,2.66171,-0.87421,-0.54306,-1.09913,-1.25711,2.30367,-2.65911,0.76832
SIDM00352,-5.08242,-1.80561,-4.71509,-3.34838,4.27335,0.6438,-0.20499,-1.49003,1.34652,0.09917
SIDM00415,-3.61208,-5.14736,-1.16797,1.3174,6.63093,-1.02533,3.72033,0.28427,-2.86169,-0.05611
SIDM00087,-3.79124,10.18229,7.74808,1.01873,3.02397,-1.62933,3.60169,-0.7843,-1.32857,-1.03826
SIDM00351,-3.38209,5.37599,5.14672,-1.8501,-1.38481,-1.46469,-0.64338,2.11955,-0.91261,1.06274
SIDM01081,-2.70139,-1.92551,-0.58415,-1.09673,-1.85793,-0.66327,-0.53773,-0.26705,1.06257,1.32351
SIDM01080,-4.38453,3.90644,1.90491,-1.28383,-1.21325,-1.39915,0.56935,0.0199,1.47603,0.77617
SIDM00399,-5.2261,-1.51588,-2.30465,-1.95951,1.49041,1.81312,-0.62578,1.99071,-0.19141,-0.44687
SIDM00383,-10.39424,14.11175,-1.36005,-1.65625,6.1378,2.41694,-2.04153,0.29438,0.77267,-1.50566
SIDM00382,-3.13372,0.65558,1.43969,-4.61376,-2.58924,-1.14709,0.01786,-0.02501,0.62776,-0.37689
SIDM00084,0.59414,-2.75915,3.46895,-3.38183,-1.27233,-2.46968,-4.01888,-1.16102,-1.20098,0.79271
SIDM00083,-1.18582,1.64542,3.24348,-2.70123,-2.8317,0.12255,0.62889,-2.92953,-0.15004,1.41308
SIDM01112,-1.22269,-1.37941,1.81962,-4.75383,-3.2341,-0.91428,-0.07673,-1.49343,-0.43561,-0.9377
SIDM00483,-1.38885,-5.04778,2.17565,-2.59243,-2.7211,0.71746,1.72371,0.49434,-0.59743,1.69751
SIDM00082,-3.54169,8.93305,5.02043,-3.04097,-2.11888,0.04681,1.38443,-1.60185,2.04036,-0.90317
SIDM01103,-3.40198,-6.08139,-2.89477,-3.93035,-0.58955,-1.22375,-0.10157,1.21389,1.34564,0.76808
SIDM00379,0.28107,-4.04618,2.94404,-2.2477,-2.61789,-0.46203,-0.13523,-0.70721,-0.47561,1.37681
SIDM01101,-0.5676,-5.64684,2.11485,-3.53235,-2.08999,-1.70159,-1.24459,0.52413,1.6141,-1.97861
SIDM01100,-3.24556,-7.59732,-1.59927,-4.34238,7.13398,1.91929,-1.41796,-0.75828,-0.04296,-0.64081
SIDM01099,-2.11309,-1.92116,-0.18453,-4.15175,0.17386,-1.24655,-1.19124,-0.27963,0.07062,-1.87476
SIDM01098,0.24498,-0.82184,8.86925,1.0069,-2.0448,8.06258,3.33005,-0.45571,1.16258,-3.82339
SIDM01097,-4.32889,7.74561,4.49969,-3.96959,0.11407,-0.89701,-1.64879,-0.65705,3.00301,-2.17773
SIDM00375,-6.61572,10.63401,1.42137,-2.29542,0.64523,0.61757,-0.78095,0.86382,-0.39389,0.08562
SIDM00095,-5.00581,-2.2794,-5.73756,-5.12689,-0.74982,-2.19278,-0.67059,-1.6081,2.71471,-2.23885
SIDM00373,-2.43068,-1.64734,3.35899,-0.21393,-0.40159,1.23886,1.76622,1.68955,-1.761,-0.33094
SIDM01146,-2.57706,-3.529,0.5952,-0.03467,2.80788,1.97567,1.30421,-1.61755,-2.31311,0.42399
SIDM01145,-3.97183,0.67478,1.07582,-0.82315,2.947,-3.6035,-0.75656,-1.80241,1.03648,1.57958
SIDM00194,-4.49013,-0.99231,-1.03352,6.9323,-0.8273,-1.08459,-0.90996,-0.50228,0.69024,1.50088
SIDM00193,-4.135,0.61762,-0.27077,6.703,-2.43323,-1.25071,-0.26614,-1.09685,1.50205,-0.38168
SIDM01197,-4.95557,2.61464,-1.44444,6.6757,0.84667,-1.61511,-0.82083,-3.53676,-1.36137,1.63795
SIDM00498,-2.79694,-0.54518,-0.05868,4.46213,-2.26245,-1.69972,-0.18225,-0.93528,-0.43726,0.27871
SIDM00389,2.70836,-5.85904,10.09627,2.27106,5.09512,-4.02243,3.84827,-1.22793,-2.39267,2.1064
SIDM00406,1.96158,1.92278,13.16965,2.54227,1.31959,-2.46013,2.52348,-1.36488,-0.87778,0.8427
SIDM00423,1.44716,-2.98845,6.50216,0.65197,1.09642,-5.23683,3.00017,-3.13554,-2.35355,-0.25258
SIDM01188,-4.43654,-1.47113,-2.67451,3.3959,-2.54853,-0.06957,1.41265,-2.31413,1.52482,1.86016
SIDM00371,-2.75442,-2.0933,-1.64028,3.77241,-2.62971,-0.45142,1.11712,-2.51412,-0.55346,1.97004
SIDM01155,-1.21469,-4.66819,-0.38097,-3.69566,-1.69745,-1.00678,-1.31969,-0.798,-1.0394,-0.13701
SIDM01163,-1.28201,-4.40673,3.38127,-1.56092,-1.0588,-0.14558,-0.52572,2.43012,-2.4784,1.21975
SIDM01165,-3.00848,-2.28366,-2.2409,3.47484,-3.3003,-1.67706,0.75027,-1.99538,0.10228,0.57506
SIDM00837,-3.25386,-1.14421,2.77632,5.07859,-2.87265,1.19113,1.42491,1.2087,0.14462,-0.87773
SIDM00841,-3.44486,-2.37648,1.42351,4.45229,-3.69037,0.10209,2.68416,1.59473,-1.05627,0.30129
SIDM01168,-1.62449,-5.51807,-0.50534,-1.50839,-0.31393,-2.26729,-1.00478,-0.74824,0.16856,1.94423
SIDM00833,-4.57065,-0.97854,-2.65738,5.08341,-1.83621,-1.28859,0.06942,0.88552,1.29748,-0.38934
SIDM00322,-7.7186,15.14646,0.64778,-0.94326,1.16002,0.12838,-0.16329,0.52938,-2.52002,-0.02963
SIDM00097,-4.82434,-1.21546,-2.12148,5.53224,0.36039,0.5618,-1.87653,1.80091,-0.01991,-1.25008
SIDM00782,-8.99969,16.33415,0.39261,3.43971,2.36199,0.61703,-0.80334,-0.65349,1.20048,-0.62844
SIDM01171,-4.08455,6.61924,2.21966,-2.96,-0.61638,1.00518,-0.01393,-2.13673,-1.08155,0.3395
SIDM00419,0.01273,-0.17257,6.29155,-2.82158,-1.12924,-0.31083,-0.72613,-0.2055,-0.33081,-0.94616
SIDM00349,-6.18661,14.42937,3.34174,-1.04024,0.47689,-0.96245,-1.05976,-0.18497,-1.54197,0.07978
SIDM00250,-1.12103,-3.02133,2.9183,-0.64267,-0.8092,-3.29822,-1.0055,0.07274,0.58288,0.14585
SIDM00347,-5.08051,9.23886,4.07702,-2.06288,0.91623,-0.18346,-0.18219,0.61749,0.08794,1.93783
SIDM00326,-3.95401,2.72507,0.60898,-3.0667,-0.99361,-1.87374,-0.66762,0.96491,1.26274,-0.02484
SIDM00325,-4.59263,-3.22566,-2.62957,-1.69705,0.21983,-0.56767,-1.00547,3.58969,-0.15433,0.33278
SIDM00324,-2.37526,-5.16465,1.28209,-0.79269,3.38538,-0.27089,-0.27857,1.48663,-0.51752,-2.53282
SIDM00040,-4.50755,8.21813,2.90937,-1.35875,1.20181,-2.09401,-0.71992,-2.22634,1.0198,1.69233
SIDM01170,1.10577,-6.26706,4.62034,-0.97066,-0.63501,-0.05207,-2.08368,2.87451,-1.11016,-0.32988
SIDM01169,0.63554,-4.86629,6.76807,0.09221,-0.94488,4.42318,2.01574,0.00229,-0.1506,-0.69569
SIDM00321,-0.21136,-4.25522,2.73111,-1.85418,-2.08176,-2.4662,-0.34613,1.09048,-0.41828,0.22269
SIDM01189,-2.66731,-4.23084,-2.63992,-3.87546,-0.54042,1.5878,0.85713,-0.63209,-0.59246,-0.86814
SIDM00111,-2.2421,-0.86561,3.42345,-1.69436,-1.28647,-0.19524,-0.39119,2.31572,-1.73924,-1.28797
SIDM01186,-5.84475,-0.48302,-5.74539,6.33317,2.39508,-0.58053,-3.6615,-0.10089,0.76268,-2.58798
SIDM00815,-4.11518,-4.86541,-3.44129,-1.94551,2.94562,-1.62594,-2.31994,2.96831,-0.65317,-0.3743
SIDM00320,-3.45457,-1.42178,0.2746,-1.50931,1.59001,-1.32072,0.43724,0.96127,-0.79191,-1.03857
SIDM00316,-7.82168,10.63404,2.09553,-2.29658,0.26842,3.00477,1.70755,1.24234,1.62458,-3.36531
SIDM00771,6.1029,0.75353,-2.44973,-0.89391,-1.8168,1.21253,0.75391,-2.97068,1.79105,0.85076
SIDM00742,4.45526,0.8282,-5.8117,-0.89517,-1.14285,0.47905,1.03921,0.28185,-1.68036,0.63608
SIDM00702,7.17398,0.66677,-0.62122,0.23378,0.44586,2.26466,0.92749,-1.55239,2.36986,0.0043
SIDM00411,5.45657,0.97385,-3.98057,-0.65417,-0.89675,1.96604,1.44334,-1.6809,0.21645,1.39207
SIDM00582,6.45609,2.03784,-4.43032,-0.17562,-0.97508,3.17004,2.64536,1.29215,-0.50459,6.04689
SIDM00130,5.69409,1.02508,-3.09234,-0.20799,-0.8834,0.6765,-0.0659,-0.85115,-0.75801,2.1219
SIDM00775,3.80207,1.00778,-6.83771,0.6892,0.84874,0.15351,0.96461,1.95071,0.50099,-0.0913
SIDM00746,3.7901,0.83416,-5.23894,-1.04562,-1.27053,1.63015,1.68681,-0.60772,1.3002,-0.44259
SIDM00734,5.72783,0.61727,-0.92257,0.45578,1.45086,-0.92276,-4.87863,3.43385,0.18428,-1.87475
SIDM00715,5.40867,1.40597,-5.66716,-1.35911,-2.35052,1.97662,1.75727,0.12322,1.0976,0.52616
SIDM01009,9.06742,0.26942,3.29564,0.45766,2.7877,0.39836,-3.77701,0.96926,0.59441,-5.06216
SIDM00728,3.20465,1.02161,-5.26319,-0.37872,-0.52583,0.64438,0.73227,-0.74791,0.82516,-0.0686
SIDM00810,6.28325,1.47318,-3.04253,-0.34866,0.0436,1.40423,-1.04913,3.00572,-1.96035,0.93195
SIDM01010,4.03901,0.2645,-1.51189,0.80497,1.55236,-3.10716,1.16482,-2.15101,-1.714,-1.62355
SIDM00437,9.12697,1.31813,2.01087,1.38983,6.02277,0.07358,3.24994,-3.44554,-4.08239,0.86688
SIDM01067,6.74305,1.20561,0.58035,0.20931,0.62245,0.00607,-2.75853,-0.224,1.17144,0.40408
SIDM01172,3.8755,0.46794,-1.96646,0.87099,1.20756,-4.11653,1.74437,-1.49812,-1.82128,-0.83786
SIDM00578,11.0939,0.68721,4.37333,0.14057,3.82837,3.03398,-2.19191,0.91263,-1.32446,-2.12698
SIDM00534,7.32571,0.95519,1.11441,1.21444,1.50994,-2.06432,-0.54494,1.03378,3.27154,-1.25593
SIDM00387,8.59976,1.28335,-1.48449,-0.0688,2.8379,5.26794,2.07046,2.01864,-0.534,-3.35521
SIDM00363,7.96779,1.06924,1.33112,1.42444,4.68636,-1.5846,1.621,-2.21654,-1.66459,-2.5613
SIDM00395,8.34008,1.35411,-0.62121,0.11038,2.80643,4.24858,-0.25776,0.29745,-2.19571,-1.58184
SIDM00428,7.75057,1.07327,0.58395,0.90623,2.11425,-2.4944,4.664,-2.95253,-2.0417,3.03377
SIDM00345,5.5739,0.99707,-1.62607,-0.89755,-2.25952,2.16733,-0.57734,-1.54146,-0.03192,1.8839
SIDM00494,7.12379,1.09034,-1.13765,-0.07459,-0.50278,0.53454,-3.9633,1.85067,0.28899,-1.23394
SIDM00778,4.06908,1.02781,-3.27484,0.3677,-0.04344,-0.98493,-0.52922,0.07228,1.45206,0.33981
SIDM00125,7.45362,1.24451,-0.67086,-0.70582,-1.72861,0.008,0.37265,-3.18466,-0.34673,0.79451
SIDM00529,3.60268,0.76181,-5.12389,-0.57077,-1.66603,-0.92945,1.14318,-0.73961,1.44235,-1.82552
SIDM00779,4.74917,1.757,-4.34745,1.43614,3.76406,-1.93062,0.54598,3.49206,-1.07822,-1.74265
SIDM00920,4.53844,0.84014,-3.89297,0.72621,0.79984,-0.11377,0.02374,-0.31914,1.32632,-3.26502
SIDM00834,4.32205,1.51058,-3.29165,-0.02822,-1.72401,-1.21702,1.19326,-0.71641,1.00366,1.69819
SIDM00122,5.51476,1.1884,-2.098,-0.93193,-2.03553,-0.23836,-1.86209,-1.51353,-0.47721,-0.61543
SIDM00425,7.79865,1.36236,-0.12395,-1.40974,-1.1187,2.82345,-0.57164,-2.48899,-1.16094,2.5854
SIDM00919,6.88945,1.89029,-2.35693,-0.00356,0.09032,0.63508,0.83627,-0.43523,0.06777,0.95014
SIDM00079,3.27683,0.55054,-2.57125,-1.34158,-4.46459,-1.53359,0.2447,-1.78503,1.3478,-2.55425
SIDM00611,8.18249,2.07588,-2.706,-1.11625,-1.52692,5.43085,3.88002,-2.59409,0.55978,2.0954
SIDM00580,8.41526,1.61428,1.53413,1.08192,2.87673,-2.50832,5.66088,-1.76275,0.27912,-1.33178
SIDM00585,7.5822,0.99676,2.21007,-1.08651,-1.10151,-0.65737,-3.42951,-0.72352,-1.01709,-1.61886
SIDM00657,9.96105,1.59059,4.10555,2.05895,7.47823,-1.48763,1.41604,-0.67843,-3.88922,-1.21496
SIDM01056,7.60906,1.0351,0.96455,0.53084,-0.17224,-0.86533,-2.71816,0.0792,-0.65468,-0.32223
SIDM00474,0.88828,0.1647,-5.91032,-0.9076,-3.87332,-3.24947,1.48326,-1.68578,4.77041,-6.39839
SIDM00748,9.61368,1.40749,3.03224,0.03262,-0.61479,-1.87624,-3.68433,1.36558,-0.62946,-1.24834
SIDM00664,5.85177,1.15079,-1.94467,0.00816,-0.99268,-0.71452,0.05827,-1.75988,-0.94017,0.9243
SIDM00402,6.98291,1.41078,1.9145,-0.51149,-2.49769,-1.79962,-2.38985,-0.58189,0.96874,-0.82819
SIDM00144,8.15044,1.6387,0.76273,-0.9713,-1.53786,2.1727,-0.22937,-0.69518,0.56622,0.00458
SIDM00973,7.04616,1.06024,0.03209,-0.26674,-1.28236,0.62426,0.26811,-3.45531,1.60133,-2.5862
SIDM00941,5.64457,0.92958,-1.81692,-1.92398,-2.09008,4.04469,-0.2417,-2.47395,-0.10398,0.22503
SIDM00336,9.68779,1.08083,3.61643,-0.17355,0.42518,0.76731,-0.9201,-2.93636,-0.01439,-2.12123
SIDM00936,6.77157,1.40184,-0.09746,0.01425,-0.8133,-0.23736,-0.34271,-2.45652,2.34394,0.93209
SIDM00369,4.17115,1.23074,-4.58319,0.07101,-0.81026,-0.10275,-1.16491,1.82478,-0.35749,0.60739
SIDM01191,7.99774,1.56142,-0.13503,-1.28037,-1.48147,3.00144,-2.32313,0.16668,0.88011,-0.868
SIDM01048,4.92599,1.33167,-1.56069,0.67087,1.89794,-3.10045,1.00265,-1.43129,-2.86487,2.37224
SIDM01087,3.2153,0.51674,-4.11642,-0.60589,-2.25952,-0.99829,-0.02336,-1.729,0.51983,-1.26547
SIDM00614,6.40977,1.30674,1.79211,0.83433,0.86956,-1.09045,-3.3318,2.15554,-0.0859,-0.7695
SIDM00107,6.71027,1.54676,-2.80583,-0.5787,-0.63585,2.69744,0.99873,-1.61765,-0.86548,0.30582
SIDM00988,5.01072,0.87688,-2.13163,-1.44096,-3.35656,0.32194,-0.01742,-2.44036,-0.16702,0.84699
SIDM00503,5.84853,1.66784,-3.72243,0.1904,2.46726,0.45215,-3.51132,3.09894,-3.29086,0.10704
SIDM00274,8.51729,1.38828,2.17937,1.07964,2.53735,-1.12485,-5.59949,2.0027,0.55175,0.35583
SIDM00392,2.276,0.16191,-3.4973,-0.65515,-1.25591,-0.05236,1.56355,-3.63084,-2.16358,0.97221
SIDM01030,8.65258,2.11084,0.88008,0.29968,-0.17056,0.10991,-4.86107,3.70082,-1.45685,2.07274
SIDM00881,6.03527,1.26299,-3.02794,0.96305,0.83135,-1.12338,-1.47574,1.39131,-0.32684,-1.12651
SIDM01084,6.36465,1.42033,-1.1768,-0.69856,-1.65009,0.8461,-1.96146,-0.24572,0.30978,-1.36657
SIDM01059,4.70888,0.79294,0.02373,-0.09448,0.37135,-1.42132,-3.00574,-0.47503,-2.465,-0.54625
SIDM00882,4.82623,1.04625,-3.50417,1.42503,0.7325,-1.46711,-1.87668,0.7091,-1.2837,-1.55782
SIDM00284,7.57128,1.55279,0.3687,0.75695,1.27841,1.65624,0.41185,-0.02779,2.7214,-3.34891
SIDM00695,8.81747,1.53264,3.0213,-0.63363,0.74452,4.54341,-4.26485,-0.53342,-3.18953,4.0768
SIDM00609,4.841,1.25596,-3.41866,-0.44137,-0.49707,1.76691,1.71283,-2.85255,1.25685,0.23615
SIDM00685,7.58282,2.28815,-0.73341,-0.77146,-3.04012,0.75531,-0.24163,1.64926,0.67171,-0.20823
SIDM01150,6.19267,1.26971,-2.69282,0.14738,-0.91981,0.13331,0.33072,-0.70484,1.52468,-0.42577
SIDM00401,6.552,1.40333,-2.67712,-0.43119,0.7832,2.70011,-0.51194,-1.94546,-4.50028,3.47353
SIDM00847,6.90283,1.11973,1.23858,0.16316,0.03593,-0.67182,-1.40744,0.90056,2.16817,-3.54372
SIDM00828,6.26759,1.62458,-2.1494,-0.39451,-0.64921,2.95556,0.00365,-0.14478,-0.51477,0.16839
SIDM00586,5.09282,1.51985,-2.56159,-0.02754,0.25023,-0.0317,-1.78274,0.04452,0.3651,-0.32448
SIDM01190,5.63646,1.40035,-2.30273,-0.66881,-1.91809,0.5057,-1.10775,-0.2443,0.01344,-0.17791
SIDM01106,2.63269,0.83577,-5.77238,0.00841,-1.08929,-1.21961,1.36733,-1.65665,-0.26368,-1.40795
SIDM00870,2.57553,1.1377,-7.54757,1.03892,1.64145,-0.6616,-0.9867,4.05272,-0.44302,-1.48124
SIDM00983,7.75232,2.14373,-1.22193,0.52815,-0.32613,0.34878,-0.13547,0.26089,0.96853,2.78071
SIDM00740,9.07251,1.54926,1.14019,1.07939,3.15241,-0.47218,-5.30098,3.94053,1.95534,-0.22544
SIDM00613,3.97818,0.99075,-2.46224,-1.20585,-3.30246,-0.01133,-0.08055,-1.19096,1.39825,-0.86244
SIDM00999,5.3326,1.32806,-0.63791,0.13625,-0.19897,-0.42861,-1.21785,-0.88555,-0.07709,0.3134
SIDM00989,7.73734,1.94398,0.01987,-0.30347,-1.64485,0.63261,-3.13011,0.75267,-0.25987,2.72553
SIDM01060,7.07655,1.54805,-0.1591,0.50255,1.95852,1.5275,-1.41535,-1.5693,-2.28308,0.28957
SIDM00451,7.27587,1.73102,-0.20335,2.75588,6.42723,-3.36447,3.3915,-0.27389,-1.30082,-2.31666
SIDM00807,7.59451,2.01772,-1.64559,-0.18319,-0.27291,1.33245,-0.67626,0.51665,0.17471,1.95787
SIDM00858,1.97952,0.28251,-5.63431,-1.20585,-2.25473,0.28488,0.65927,-0.87016,2.10728,-3.98457
SIDM00511,4.0022,1.74474,-5.86062,0.41664,2.39239,-0.12919,2.02831,3.57255,-2.15226,-0.98734
SIDM00414,7.13714,1.66923,-1.17777,-0.24297,-1.46374,0.46619,-1.35823,0.57656,0.07381,1.26123
SIDM00140,7.24556,1.56537,-1.01275,-0.06898,1.09281,1.58954,-3.10202,0.43072,-3.56092,0.57811
SIDM01182,5.10806,1.15281,-2.063,-0.00923,-1.77272,-0.46078,-0.7098,-0.37842,0.23896,0.32246
SIDM00890,5.15226,0.75848,-2.26966,-0.2241,-1.02837,2.2914,1.5256,-2.12023,0.90998,-1.29527
SIDM01033,8.61158,1.74435,0.137,0.03768,0.53864,2.81867,-0.90197,-0.82824,-0.02432,1.52373
SIDM00315,5.41291,1.32777,-1.13776,-1.11107,-2.64159,0.9306,-0.92846,-1.25514,0.21173,-0.48829
SIDM01193,3.87717,0.80537,-3.95172,-1.25844,-3.72702,0.9147,2.01169,-2.15111,2.05531,-2.06812
SIDM00239,4.6868,1.23699,-4.35766,-0.41227,-1.32619,1.56619,1.46077,-0.79159,0.62653,-0.66575
SIDM01001,6.82815,1.69238,-2.86307,0.39238,1.31423,3.39633,3.64673,0.82279,-3.36994,3.13161
SIDM00887,5.05729,1.40429,-4.13905,-0.60295,-1.71865,1.29637,0.19148,-0.35143,0.91179,-0.96031
SIDM00924,3.42381,0.94753,-4.26361,0.94044,1.0668,-1.20305,0.15655,1.69184,0.86791,-2.2961
SIDM01181,10.51861,2.38802,3.98159,0.50132,0.48378,-0.66984,-5.28769,6.47469,-0.51265,-0.79903
SIDM00997,4.34321,1.16161,-3.03396,-1.23706,-4.35515,0.42899,0.82583,-1.68074,0.92932,-0.94964
SIDM00481,5.96022,1.59431,-2.73451,-0.15472,-1.05843,0.61918,-2.33205,1.31524,0.27704,-0.81914
SIDM00618,5.82681,1.26863,-4.05877,0.14207,0.80349,1.19327,-1.16194,-0.68891,-1.26483,0.69854
SIDM01265,7.9535,1.3783,-0.34503,0.92667,4.5592,-0.13218,1.63822,0.81517,-2.41385,1.80747
SIDM00015,7.46546,1.72759,-1.86905,0.0963,-0.69478,1.27516,0.06225,0.32343,-0.59294,3.61954
SIDM00032,5.93553,1.70043,-1.654,-0.74633,-2.98469,1.11613,0.09996,-0.55367,4.3106,0.21346
SIDM00333,7.10055,1.67164,-1.47986,-0.59228,-2.73188,1.06195,0.14215,0.17067,-0.17153,0.92697
SIDM00678,1.98274,1.02871,-4.79622,-0.1921,-2.65199,-1.6749,1.00116,0.43714,-0.14199,-0.54895
SIDM00926,5.99403,1.16544,-1.37458,0.30427,0.28265,-0.19864,-2.87812,2.15541,-1.5247,-0.88209
SIDM01154,5.65642,1.97471,-3.67999,2.74858,6.39482,-1.5771,5.53866,-0.78019,-1.3039,-1.81746
SIDM00616,4.42333,1.63779,-4.39739,0.04821,-0.38457,-0.34443,-0.67887,2.04916,2.05313,-1.80092
SIDM00131,4.07594,1.3353,-3.75419,-0.52801,-1.55583,0.35842,-0.84602,0.976,-0.8674,-1.31432
SIDM00852,8.37508,2.27613,-1.06777,-0.90992,-1.12787,5.90715,2.85085,-1.26529,6.30638,0.48273
SIDM01161,9.05437,1.83396,0.83219,-0.38658,-0.19957,5.10529,0.2823,-2.37495,-0.91954,2.99237
SIDM00921,3.1152,1.07094,-4.60338,-0.2871,-2.11467,-0.19467,-0.1854,-0.33766,0.97498,-1.61241
SIDM00567,7.47451,2.03902,-1.34581,0.0256,0.60986,3.40795,1.49048,-0.6904,-0.09309,0.20075
SIDM00119,6.66234,1.58649,-1.77595,0.26387,-0.7668,-0.80206,-2.21118,1.31459,-2.01623,1.12697
SIDM00929,1.99768,0.62437,-5.38086,-1.31316,-4.13116,-0.19459,0.94969,-0.86399,3.41805,-3.36493
SIDM01194,3.42884,0.5314,-4.40729,-1.00508,-2.62971,0.18583,0.48301,0.34403,2.86134,-2.58053
SIDM00017,7.88259,1.35695,-0.14436,-0.35019,-0.90807,1.57662,-0.79526,0.32498,3.53804,-0.39069
SIDM01077,3.07546,1.50865,-5.83271,0.48469,0.25706,-0.1527,1.05167,0.67741,-0.86242,-1.57973
SIDM00328,7.59934,1.98169,-1.09573,-0.09156,-0.89607,0.44379,-1.13944,2.16598,-0.61862,0.97597
SIDM00743,4.4073,1.23935,-5.41167,0.19969,0.23978,1.16552,2.09396,-0.38988,1.06319,0.09339
SIDM01008,8.99079,2.29079,1.58174,1.30087,3.32201,-3.85477,3.965,0.52518,-1.13187,2.78813
SIDM01076,7.9313,0.51592,7.77868,4.18315,7.7201,-7.95671,4.07924,-2.90877,4.22391,-10.28504
